Race ID,Horse ID,Favorite_Rank,Age_Scale,Bracket Number,Top3_Rank,Speed (m/s)_Rank,Track_Distance,Weight_Rank,Finish Position
199007020411,1986101762,5.0,0.8823529411764706,3,3.0,9.0,1200,10.0,9
199007020411,1985100751,8.0,1.0714285714285714,7,3.0,10.0,1200,3.0,10
199007020411,1985104782,13.0,1.0714285714285714,2,3.0,4.0,1200,13.0,11
199007020411,1986106047,12.0,0.8823529411764706,4,3.0,10.0,1200,12.0,12
199007020411,1986102271,4.0,0.8823529411764706,4,3.0,10.0,1200,7.0,13
199007020411,1986104332,15.0,0.8823529411764706,6,3.0,10.0,1200,14.0,14
199007020411,1986102155,16.0,0.8823529411764706,3,3.0,10.0,1200,16.0,15
199007020411,1986100490,10.0,0.8823529411764706,5,3.0,10.0,1200,9.0,16
199007040611,1987100965,4.0,0.6666666666666666,7,3.0,10.0,2000,8.0,1
199007040611,1985103401,1.0,1.0227272727272727,3,3.0,10.0,2000,4.0,2
199007040611,1985100827,2.0,1.0227272727272727,8,3.0,9.0,2000,7.0,3
199007040611,1987104888,7.0,0.6666666666666666,1,3.0,10.0,2000,16.0,4
199007040611,1985101830,5.0,1.0227272727272727,1,3.0,3.0,2000,10.0,5
199007040611,1987103793,3.0,0.6666666666666666,2,3.0,10.0,2000,12.0,6
199007040611,1985106619,6.0,1.0227272727272727,4,2.0,6.0,2000,9.0,7
199007040611,1985104517,12.0,1.0227272727272727,2,3.0,10.0,2000,3.0,8
199007040611,1984103352,9.0,1.206896551724138,6,3.0,10.0,2000,5.0,9
199007040611,1985101073,13.0,1.0227272727272727,8,3.0,4.0,2000,1.0,10
199007040611,1985100057,10.0,1.0227272727272727,7,3.0,7.0,2000,13.0,11
199007040611,1986100405,14.0,0.8426966292134831,6,3.0,5.0,2000,15.0,12
199007040611,1984105105,16.0,1.206896551724138,5,3.0,1.0,2000,14.0,13
199007040611,1984102783,11.0,1.206896551724138,4,3.0,10.0,2000,6.0,14
199007040611,1983104583,8.0,1.3953488372093024,5,1.0,2.0,2000,2.0,15
199007040611,1985106322,15.0,1.0227272727272727,3,3.0,8.0,2000,11.0,16
199008020410,1985104409,1.0,0.9473684210526316,3,1.0,3.0,3200,1.0,1
199008020410,1984106229,2.0,1.1170212765957448,4,1.0,3.0,3200,14.0,2
199008020410,1983102888,12.0,1.2903225806451613,8,5.0,7.0,3200,11.0,3
199008020410,1983103889,6.0,1.2903225806451613,7,5.0,6.0,3200,14.0,4
199008020410,1985104631,5.0,0.9473684210526316,7,5.0,8.0,3200,4.0,5
199008020410,1986102123,4.0,0.78125,8,5.0,9.0,3200,10.0,6
199008020410,1984105701,10.0,1.1170212765957448,8,5.0,10.0,3200,4.0,7
199008020410,1986103030,16.0,0.78125,4,5.0,10.0,3200,16.0,8
199008020410,1983104010,9.0,1.2903225806451613,2,1.0,1.0,3200,7.0,9
199008020410,1986104036,7.0,0.78125,5,5.0,10.0,3200,6.0,10
199008020410,1985102173,15.0,0.9473684210526316,1,5.0,10.0,3200,2.0,11
199008020410,1985103521,8.0,0.9473684210526316,2,5.0,10.0,3200,8.0,12
199008020410,1985101830,13.0,0.9473684210526316,1,5.0,2.0,3200,8.0,13
199008020410,1986106198,3.0,0.78125,6,1.0,5.0,3200,12.0,14
199008020410,1983100632,11.0,1.2903225806451613,6,5.0,10.0,3200,13.0,15
199008020410,1986107020,14.0,0.78125,5,5.0,10.0,3200,3.0,16
199008030811,1986101828,5.0,0.9146341463414634,6,3.0,2.0,1400,9.0,1
199008030811,1985101394,8.0,1.111111111111111,4,3.0,7.0,1400,6.0,2
199008030811,1986105048,1.0,0.9146341463414634,6,5.0,10.0,1400,7.0,3
199008030811,1985100751,6.0,1.111111111111111,5,5.0,5.0,1400,1.0,4
199008030811,1985100350,3.0,1.111111111111111,5,1.0,1.0,1400,11.0,5
199008030811,1984103836,2.0,1.3125,7,5.0,4.0,1400,12.0,6
199008030811,1983103831,7.0,1.518987341772152,2,1.0,3.0,1400,8.0,7
199008030811,1987105651,4.0,0.7228915662650602,8,5.0,10.0,1400,2.0,8
199008030811,1987103573,13.0,0.7228915662650602,7,5.0,10.0,1400,10.0,9
199008030811,1987102761,11.0,0.7228915662650602,2,5.0,9.0,1400,13.0,10
199008030811,1986101500,9.0,0.9146341463414634,1,5.0,10.0,1400,15.0,11
199008030811,1986100540,14.0,0.9146341463414634,8,5.0,10.0,1400,15.0,12
199008030811,1985101921,12.0,1.111111111111111,1,5.0,6.0,1400,2.0,13
199008030811,1985100057,15.0,1.111111111111111,3,5.0,8.0,1400,13.0,14
199008030811,1987105003,10.0,0.7228915662650602,3,5.0,10.0,1400,5.0,15
199008030811,1985200038,16.0,1.111111111111111,4,5.0,10.0,1400,4.0,16
199008050711,1988104640,8.0,1.0,4,1.0,1.0,1600,8.0,1
199008050711,1988107320,4.0,1.0,5,1.0,1.0,1600,6.0,2
199008050711,1988105771,2.0,1.0,4,1.0,1.0,1600,11.0,3
199008050711,1988107706,13.0,1.0,1,1.0,1.0,1600,11.0,4
199008050711,1988101045,15.0,1.0,5,1.0,1.0,1600,7.0,5
199008050711,1988100831,1.0,1.0,6,1.0,1.0,1600,1.0,6
199008050711,1988106200,5.0,1.0,3,1.0,1.0,1600,8.0,7
199008050711,1988101512,11.0,1.0,8,1.0,1.0,1600,2.0,8
199008050711,1988101115,7.0,1.0,8,1.0,1.0,1600,4.0,9
199008050711,1988104748,14.0,1.0,7,1.0,1.0,1600,15.0,10
199008050711,1988101158,9.0,1.0,2,1.0,1.0,1600,13.0,11
199008050711,1988107730,12.0,1.0,2,1.0,1.0,1600,5.0,12
199008050711,1988105237,16.0,1.0,1,1.0,1.0,1600,14.0,13
199008050711,1988101486,10.0,1.0,7,1.0,1.0,1600,3.0,14
199008050711,1988101646,6.0,1.0,3,1.0,1.0,1600,16.0,15
199008050711,1988107440,3.0,1.0,6,1.0,1.0,1600,10.0,16
199009020811,1987104444,6.0,1.0,6,3.0,6.0,1400,14.0,1
199009020811,1987102571,3.0,1.0,5,3.0,7.0,1400,10.0,2
199009020811,1987101645,10.0,1.0,7,3.0,7.0,1400,11.0,3
199009020811,1987102152,7.0,1.0,4,1.0,1.0,1400,1.0,4
199009020811,1987100997,13.0,1.0,1,3.0,7.0,1400,8.0,5
199009020811,1987101258,5.0,1.0,3,3.0,3.0,1400,7.0,6
199009020811,1987106192,4.0,1.0,4,3.0,7.0,1400,13.0,7
