horse1_Age,horse1_Weight (kg),horse1_Horse Weight (kg),horse1_average_time,horse2_Age,horse2_Weight (kg),horse2_Horse Weight (kg),horse2_average_time,horse3_Age,horse3_Weight (kg),horse3_Horse Weight (kg),horse3_average_time,horse4_Age,horse4_Weight (kg),horse4_Horse Weight (kg),horse4_average_time,horse5_Age,horse5_Weight (kg),horse5_Horse Weight (kg),horse5_average_time,horse6_Age,horse6_Weight (kg),horse6_Horse Weight (kg),horse6_average_time,horse7_Age,horse7_Weight (kg),horse7_Horse Weight (kg),horse7_average_time,horse8_Age,horse8_Weight (kg),horse8_Horse Weight (kg),horse8_average_time,horse9_Age,horse9_Weight (kg),horse9_Horse Weight (kg),horse9_average_time,horse10_Age,horse10_Weight (kg),horse10_Horse Weight (kg),horse10_average_time,horse11_Age,horse11_Weight (kg),horse11_Horse Weight (kg),horse11_average_time,horse12_Age,horse12_Weight (kg),horse12_Horse Weight (kg),horse12_average_time,horse13_Age,horse13_Weight (kg),horse13_Horse Weight (kg),horse13_average_time,horse14_Age,horse14_Weight (kg),horse14_Horse Weight (kg),horse14_average_time,horse15_Age,horse15_Weight (kg),horse15_Horse Weight (kg),horse15_average_time,horse16_Age,horse16_Weight (kg),horse16_Horse Weight (kg),horse16_average_time,target
6,59.5,452.0,75.225,9,52.0,446.0,68.7,6,55.0,486.0,68.5,5,51.0,454.0,68.89999999999999,9,54.0,446.0,77.86666666666666,6,49.0,456.0,70.0,6,54.0,524.0,69.65,6,53.0,478.0,91.36666666666667,4,54.0,490.0,69.3,6,54.0,460.0,77.60000000000001,4,53.0,446.0,69.4,6,49.0,446.0,69.65,7,56.0,512.0,69.2,5,53.0,486.0,68.9,4,52.0,480.0,78.6,4,55.0,482.0,71.2,1
5,55.0,454.0,97.38888888888889,4,54.0,476.0,97.25,4,56.0,492.0,111.60000000000001,4,53.0,458.0,118.44000000000001,7,54.0,484.0,112.2,6,58.0,508.0,113.27499999999999,7,58.0,484.0,107.88,6,53.0,494.0,113.2,6,58.5,536.0,110.45,5,52.0,452.0,111.69999999999999,4,51.0,468.0,110.44999999999999,6,54.0,456.0,111.425,5,54.0,514.0,127.82499999999999,5,57.0,512.0,94.16,7,58.0,468.0,114.5625,5,56.0,438.0,108.7,5
6,57.0,462.0,92.475,5,56.0,480.0,78.825,4,56.0,474.0,69.65,5,56.0,512.0,69.39999999999999,4,56.0,498.0,82.5,6,54.0,434.0,69.65,5,57.0,456.0,97.38888888888889,4,56.0,436.0,102.92,4,54.0,472.0,72.62857142857142,4,54.0,480.0,70.7,9,57.0,446.0,68.7,6,54.0,476.0,68.6,4,54.0,448.0,79.4,6,56.0,522.0,69.65,6,56.0,458.0,77.60000000000001,5,56.0,484.0,68.9,0
3,54.0,462.0,99.6,3,54.0,478.0,95.5,3,54.0,414.0,102.9875,3,54.0,454.0,86.5,3,54.0,450.0,97.8,3,54.0,440.0,95.4,3,54.0,454.0,96.0,3,54.0,476.0,89.05000000000001,3,54.0,440.0,99.15,3,54.0,440.0,96.4,3,54.0,422.0,100.34444444444445,3,54.0,438.0,96.2,3,54.0,456.0,96.4,3,54.0,400.0,95.7,3,54.0,420.0,105.9,3,54.0,442.0,96.3,7
3,54.0,422.0,86.76666666666667,3,54.0,484.0,85.1,3,54.0,488.0,75.75,3,54.0,464.0,82.19999999999999,3,54.0,436.0,81.8,3,54.0,440.0,103.95,3,54.0,442.0,94.93333333333334,3,54.0,438.0,82.9,3,54.0,420.0,101.9,3,54.0,486.0,88.075,3,54.0,450.0,88.7,3,54.0,438.0,88.8,3,54.0,434.0,82.1,3,54.0,426.0,82.5,3,54.0,436.0,84.1,3,54.0,436.0,83.2,9
3,54.0,462.0,114.8,3,54.0,478.0,121.4,3,54.0,440.0,94.93333333333334,3,54.0,474.0,121.2,3,54.0,516.0,102.05,3,54.0,448.0,107.7,3,54.0,448.0,121.1,3,54.0,484.0,102.53333333333335,3,54.0,472.0,115.35,3,54.0,440.0,103.95,3,54.0,456.0,121.1,3,54.0,466.0,99.15,3,54.0,464.0,103.56666666666666,3,54.0,426.0,121.4,3,54.0,454.0,96.0,3,54.0,446.0,101.9,7
3,56.0,440.0,120.8,3,56.0,478.0,117.73333333333333,3,56.0,522.0,125.7,3,56.0,470.0,129.76666666666668,3,56.0,478.0,126.75,3,56.0,482.0,112.56666666666666,3,56.0,460.0,119.9,3,56.0,474.0,121.02000000000001,3,56.0,478.0,117.775,3,56.0,468.0,118.2,3,56.0,472.0,101.47999999999999,3,56.0,458.0,95.43333333333334,3,56.0,456.0,133.0,3,56.0,496.0,117.10000000000001,3,56.0,490.0,121.6,3,56.0,454.0,111.975,2
4,53.0,458.0,121.10000000000001,8,53.0,520.0,119.51818181818182,5,57.0,482.0,120.13333333333333,3,55.0,454.0,120.74000000000001,4,56.0,494.0,113.775,5,53.0,456.0,121.97777777777777,7,55.0,450.0,124.8,6,56.0,470.0,125.83333333333333,4,57.0,472.0,121.77499999999999,8,55.0,502.0,114.38333333333333,3,52.0,468.0,117.775,5,54.0,512.0,117.7,4,58.0,514.0,120.1,4,56.0,540.0,118.88,6,57.5,498.0,125.46666666666665,5,55.0,506.0,113.125,14
3,54.0,424.0,100.34444444444445,3,54.0,484.0,103.35,5,55.0,466.0,106.75,3,54.0,450.0,103.95,3,54.0,450.0,99.15,4,56.0,432.0,103.13333333333333,5,55.0,484.0,112.56666666666666,5,55.0,450.0,105.5,5,55.0,440.0,98.95,5,55.0,426.0,94.1,5,55.0,458.0,99.64,4,56.0,474.0,94.25,5,55.0,472.0,106.63333333333333,3,54.0,430.0,102.9875,5,55.0,462.0,107.69999999999999,5,55.0,472.0,92.6,11
6,54.0,454.0,110.0,4,51.0,502.0,119.625,7,50.0,478.0,109.6,6,52.0,490.0,100.43333333333334,6,53.0,514.0,113.47999999999999,5,57.0,468.0,107.6,8,54.0,538.0,119.51818181818182,7,55.0,422.0,120.30000000000001,4,53.0,490.0,108.3,4,53.0,498.0,114.1,6,55.0,444.0,113.1875,7,56.0,462.0,123.11666666666667,5,55.0,460.0,111.5,5,54.0,508.0,117.7,4,50.0,498.0,113.73333333333333,7,53.0,458.0,112.83846153846154,4
7,56.0,486.0,113.35,5,56.0,474.0,107.6,5,56.0,476.0,107.925,6,56.0,494.0,106.5,7,56.0,448.0,112.83846153846154,6,56.0,486.0,116.96666666666665,5,56.0,476.0,107.7,6,57.0,430.0,111.3,6,56.0,510.0,113.47999999999999,3,52.0,464.0,106.3,4,56.0,474.0,101.1,4,56.0,470.0,126.80000000000001,6,56.0,486.0,107.4,7,56.0,494.0,107.2,5,54.0,462.0,113.6,5,56.0,468.0,111.5,2
3,53.0,468.0,118.8,8,53.0,448.0,112.83846153846154,6,56.0,496.0,112.69999999999999,6,57.5,540.0,118.88,3,51.0,486.0,103.78750000000001,4,57.0,468.0,120.14999999999999,5,55.0,524.0,107.52000000000001,6,52.0,464.0,121.97777777777777,5,55.0,512.0,124.975,5,54.0,482.0,115.19000000000001,5,55.0,512.0,116.18333333333334,6,51.0,482.0,111.2,5,52.0,438.0,106.3,4,51.0,486.0,122.1,3,52.0,470.0,119.7,4,55.0,490.0,116.725,2
7,57.0,436.0,111.3,6,54.0,450.0,118.5,5,59.0,506.0,118.3,6,55.0,492.0,119.5,8,54.0,456.0,120.36875,4,54.0,502.0,119.1,6,56.0,470.0,116.125,5,55.0,494.0,116.18333333333334,6,53.0,464.0,121.97777777777777,8,55.0,478.0,115.3,5,55.0,484.0,119.89999999999999,4,55.0,474.0,118.2,6,53.0,506.0,114.3875,5,54.0,482.0,115.19000000000001,4,55.0,456.0,119.5,6,55.0,510.0,117.7,2
7,56.0,488.0,92.5,5,56.0,462.0,86.4090909090909,8,56.0,446.0,112.83846153846154,7,54.0,478.0,92.8,9,56.0,520.0,92.2,4,56.0,484.0,94.8,5,56.0,454.0,102.7,6,54.0,482.0,81.10000000000001,6,56.0,510.0,113.125,5,54.0,474.0,100.4125,4,56.0,480.0,85.60000000000001,7,56.0,504.0,94.2,4,54.0,426.0,100.34444444444445,7,56.0,480.0,102.93333333333334,6,56.0,502.0,93.2,5,56.0,454.0,106.43333333333334,12
3,56.0,464.0,112.775,3,56.0,518.0,109.0,3,56.0,466.0,110.6875,3,56.0,506.0,98.9,3,56.0,534.0,94.0,3,54.0,446.0,98.0,3,56.0,492.0,103.5,3,56.0,436.0,97.5,3,56.0,522.0,96.89999999999999,3,56.0,514.0,96.8,3,54.0,448.0,99.8,3,56.0,484.0,83.86,3,56.0,436.0,114.85000000000001,3,56.0,460.0,100.4,3,56.0,448.0,97.1,3,56.0,496.0,104.55000000000001,2
6,57.0,514.0,106.95,7,58.0,512.0,113.27499999999999,5,56.0,472.0,114.45714285714287,3,56.0,504.0,101.47777777777779,4,56.0,480.0,105.9,8,57.0,482.0,114.5625,4,57.0,492.0,102.8,4,57.0,472.0,100.84,6,55.0,504.0,103.03333333333335,4,57.0,506.0,115.60000000000001,6,55.0,478.0,114.86666666666667,5,57.0,492.0,115.975,7,59.0,516.0,110.45,4,55.0,492.0,96.6,8,57.0,448.0,120.36875,5,57.0,504.0,82.5,3
2,55.0,448.0,109.8,2,55.0,456.0,104.2,2,55.0,494.0,109.8,2,55.0,478.0,110.0,2,55.0,508.0,101.7,2,55.0,448.0,121.80000000000001,2,55.0,450.0,134.12857142857143,2,55.0,472.0,98.56666666666666,2,55.0,450.0,91.60000000000001,2,55.0,472.0,109.6,2,55.0,476.0,109.6,2,55.0,456.0,111.3,2,55.0,454.0,110.2,2,55.0,490.0,109.3,2,55.0,456.0,109.8,2,55.0,486.0,109.9,4
7,57.0,472.0,97.16363636363636,4,57.0,452.0,113.5142857142857,5,55.0,508.0,131.9,5,57.0,472.0,114.45714285714287,3,55.0,514.0,101.47777777777779,3,55.0,496.0,131.9,5,57.0,526.0,129.2,4,57.0,504.0,115.60000000000001,7,57.0,516.0,113.27499999999999,7,57.0,520.0,110.45,4,57.0,470.0,126.92,3,55.0,466.0,110.6875,4,57.0,480.0,105.44444444444444,6,57.0,542.0,125.2,8,57.0,478.0,114.5625,3,55.0,436.0,114.85000000000001,6
9,52.0,534.0,119.51818181818182,8,54.0,428.0,120.30000000000001,6,55.0,450.0,121.46,4,52.0,490.0,120.8,4,52.0,472.0,111.97272727272728,5,53.0,488.0,115.19000000000001,6,52.0,460.0,116.85,4,53.0,522.0,122.0,7,58.5,498.0,125.46666666666665,6,54.0,508.0,117.7,4,50.0,480.0,122.1,5,56.5,498.0,113.775,5,54.0,520.0,119.625,5,56.0,482.0,114.45714285714287,6,57.0,432.0,138.45,8,52.0,462.0,120.95,14
6,52.0,506.0,76.7,8,52.0,452.0,72.7,5,54.0,480.0,78.6,4,53.0,520.0,83.975,9,57.0,488.0,93.76666666666667,5,56.0,504.0,73.97999999999999,4,54.0,450.0,78.97,4,52.0,542.0,78.82222222222222,4,53.0,464.0,71.0,5,57.0,508.0,82.5,4,54.0,500.0,71.96666666666665,8,55.0,500.0,74.83333333333333,4,52.0,480.0,105.44444444444444,5,54.0,546.0,78.69999999999999,5,55.0,516.0,73.1,8,57.0,470.0,101.4,9
5,56.0,504.0,73.97999999999999,5,54.0,504.0,83.85,6,55.0,494.0,96.0,5,57.0,508.0,82.5,4,56.0,490.0,88.075,4,56.0,448.0,78.97,7,56.0,504.0,73.2,4,56.0,520.0,83.975,6,56.0,426.0,72.9,6,59.0,478.0,83.72857142857143,11,56.0,476.0,96.45333333333333,4,56.0,478.0,105.44444444444444,4,56.0,500.0,71.96666666666665,7,59.0,464.0,97.16363636363636,4,54.0,468.0,71.0,7,57.0,504.0,83.7,15
3,54.0,452.0,96.5,3,54.0,458.0,103.2,3,54.0,420.0,91.39999999999999,3,54.0,480.0,102.80000000000001,3,54.0,458.0,97.0,3,54.0,396.0,96.3,3,54.0,456.0,103.39999999999999,3,54.0,432.0,82.8,3,54.0,436.0,97.2,3,55.0,462.0,85.9,3,54.0,448.0,103.75,3,54.0,446.0,97.1,3,54.0,490.0,96.8,3,54.0,444.0,94.55,3,54.0,484.0,96.8,3,54.0,466.0,97.4,6
7,57.0,532.0,110.45,5,57.0,498.0,115.975,6,57.0,538.0,106.95,6,55.0,492.0,114.86666666666667,6,57.0,484.0,111.83571428571429,7,57.0,520.0,113.27499999999999,7,57.0,456.0,97.16363636363636,8,57.0,490.0,114.5625,6,57.0,550.0,125.2,6,57.0,526.0,119.39999999999999,4,56.0,448.0,113.5142857142857,4,56.0,512.0,111.06666666666666,4,56.0,506.0,115.60000000000001,8,57.0,470.0,115.2,4,56.0,490.0,113.1,6,57.0,472.0,105.8,11
6,53.0,464.0,116.85,4,50.0,468.0,106.8,5,56.0,478.0,100.4125,4,52.0,446.0,103.95,4,53.0,428.0,102.9875,5,51.0,442.0,110.55,5,52.0,444.0,107.9,4,52.0,446.0,94.93333333333334,4,49.0,440.0,107.9,4,50.0,482.0,103.35,4,54.0,480.0,115.35,6,52.0,454.0,101.05,5,53.0,432.0,106.3,4,55.5,418.0,100.34444444444445,5,56.0,458.0,114.15,6,52.0,440.0,105.5,14
3,56.0,446.0,69.9,3,56.0,450.0,82.35,3,56.0,434.0,83.0,3,56.0,476.0,69.0,3,56.0,500.0,70.2,3,56.0,492.0,88.83333333333333,3,56.0,496.0,68.85,3,55.0,474.0,69.35,3,57.0,462.0,81.675,3,57.0,490.0,83.86,3,56.0,480.0,87.92500000000001,3,56.0,476.0,69.3,3,56.0,454.0,111.225,3,56.0,464.0,82.95,3,56.0,490.0,74.97333333333333,3,56.0,506.0,91.17,9
3,54.0,408.0,103.3,3,54.0,476.0,102.80000000000001,3,54.0,452.0,110.2,3,54.0,482.0,111.25,3,54.0,464.0,109.7,3,54.0,458.0,102.8,3,54.0,444.0,103.75,3,54.0,462.0,110.1,3,54.0,444.0,111.94999999999999,3,54.0,454.0,109.7,3,54.0,440.0,110.6,3,54.0,468.0,112.15,3,54.0,494.0,99.0,3,54.0,440.0,110.7,3,54.0,458.0,103.2,3,54.0,468.0,114.1,3
3,56.0,488.0,109.2,3,56.0,466.0,109.4,3,56.0,480.0,102.5,3,56.0,448.0,110.1,3,56.0,480.0,95.45833333333333,3,56.0,454.0,110.0,3,56.0,506.0,102.30000000000001,3,56.0,488.0,112.8,3,56.0,506.0,109.4,3,56.0,494.0,103.5,3,56.0,494.0,108.8,3,56.0,484.0,108.2,3,56.0,488.0,100.95,3,56.0,456.0,99.53333333333335,3,56.0,496.0,112.8,3,56.0,488.0,104.55000000000001,11
4,53.0,452.0,124.59999999999998,4,55.0,466.0,100.84,6,53.0,504.0,127.82499999999999,8,58.0,484.0,114.5625,4,54.0,498.0,115.60000000000001,4,55.0,488.0,118.2,6,59.5,530.0,119.39999999999999,5,55.0,458.0,118.44000000000001,6,51.0,460.0,116.85,7,56.0,480.0,114.9,6,54.0,448.0,97.38888888888889,4,56.0,516.0,115.04615384615384,7,53.0,498.0,114.26666666666667,5,55.0,472.0,106.89999999999999,6,57.0,490.0,114.86666666666667,4,52.0,468.0,128.23333333333332,3
3,56.0,472.0,94.3125,3,56.0,498.0,102.30000000000001,3,56.0,492.0,96.05,3,56.0,462.0,96.3,3,56.0,454.0,111.225,3,56.0,500.0,74.97333333333333,3,56.0,464.0,95.7,3,56.0,520.0,96.89999999999999,3,56.0,498.0,91.17,3,56.0,484.0,82.55,3,56.0,462.0,73.625,3,56.0,488.0,91.2,3,56.0,486.0,83.86,3,54.0,424.0,96.6,3,56.0,460.0,81.675,3,54.0,436.0,91.3,11
6,63.5,452.0,291.9,6,63.5,450.0,297.4,6,63.5,426.0,300.3,7,63.5,484.0,296.6,9,63.5,480.0,286.6333333333334,5,63.5,434.0,295.7,7,63.5,512.0,291.2,5,63.5,474.0,288.9,7,63.5,456.0,297.2,6,63.5,476.0,289.1,7,63.5,450.0,290.0,8,63.5,490.0,145.70000000000002,8,63.5,520.0,288.9,10,63.5,510.0,300.1,9,63.5,434.0,290.29999999999995,12,63.5,496.0,306.7,7
4,56.0,516.0,90.8,5,58.5,486.0,102.2,3,54.0,450.0,92.84285714285714,7,52.0,494.0,94.2,7,52.0,492.0,102.93333333333334,5,55.0,452.0,102.7,6,58.0,552.0,81.475,4,55.0,424.0,100.34444444444445,5,56.0,514.0,107.52000000000001,5,55.0,456.0,86.4090909090909,4,51.0,460.0,97.0,9,56.0,494.0,107.0,3,51.0,482.0,87.92500000000001,5,54.0,498.0,83.87142857142858,5,52.0,446.0,96.8,5,49.0,504.0,94.3,6
2,55.0,488.0,124.30000000000001,2,55.0,480.0,81.80000000000001,2,55.0,442.0,98.025,2,55.0,462.0,101.75,2,55.0,478.0,98.66666666666667,2,55.0,504.0,95.65,2,55.0,472.0,98.56666666666666,2,55.0,506.0,101.19999999999999,2,55.0,466.0,77.8,2,55.0,474.0,111.625,2,55.0,462.0,104.2,2,55.0,466.0,83.1,2,55.0,490.0,109.3,2,55.0,486.0,98.45,2,55.0,478.0,81.4,2,55.0,502.0,95.5,4
8,54.0,454.0,120.36875,4,54.0,466.0,115.65,4,56.0,474.0,108.39999999999999,6,56.0,474.0,116.125,6,53.0,470.0,106.63333333333333,4,54.0,476.0,119.54,6,52.0,454.0,106.75,6,56.0,442.0,121.46,6,50.0,460.0,87.4,6,57.0,534.0,118.88,10,57.0,478.0,139.85,7,58.0,448.0,111.3,9,54.0,496.0,114.38333333333333,6,54.0,466.0,99.64,8,54.0,470.0,112.83846153846154,6,53.0,508.0,114.3875,5
4,56.0,462.0,128.23333333333332,6,57.0,466.0,149.6,6,57.0,518.0,127.82499999999999,3,51.0,506.0,145.9,4,57.0,460.0,124.59999999999998,5,57.0,464.0,118.44000000000001,4,55.0,506.0,149.0,4,55.0,482.0,149.5,4,57.0,440.0,148.8,6,55.0,484.0,114.86666666666667,5,57.0,454.0,113.425,6,57.0,506.0,113.76666666666667,8,57.0,506.0,115.15,4,57.0,492.0,115.60000000000001,6,58.0,502.0,136.7,7,58.0,484.0,113.2,12
8,57.0,464.0,112.83846153846154,4,55.0,474.0,111.975,5,56.0,460.0,106.43333333333334,5,55.0,452.0,103.89999999999999,4,57.0,474.0,91.3625,4,57.0,472.0,111.97272727272728,4,56.0,490.0,116.725,5,56.0,484.0,116.26666666666667,3,54.0,474.0,109.425,5,53.0,448.0,107.9,3,54.0,482.0,91.7,3,53.0,442.0,115.45,3,55.0,506.0,91.17,4,55.0,484.0,112.56666666666666,4,58.0,468.0,126.75,8,57.0,510.0,145.70000000000002,4
4,57.0,536.0,73.25714285714285,4,58.0,456.0,71.1875,6,55.0,496.0,81.10000000000001,5,57.0,506.0,73.93333333333334,5,56.0,484.0,72.62857142857142,6,57.0,500.0,68.98888888888888,4,55.0,486.0,70.98571428571428,4,57.0,526.0,79.96666666666667,7,57.0,506.0,75.1,5,57.0,504.0,73.55,5,57.0,500.0,71.2,6,55.0,464.0,68.89999999999999,6,55.0,466.0,71.1,3,54.0,506.0,99.0,3,54.0,456.0,72.98461538461538,3,56.0,520.0,76.625,14
6,54.0,504.0,114.3875,5,55.0,430.0,103.13333333333333,6,56.5,480.0,107.925,7,56.0,470.0,108.65,5,56.0,500.0,101.08,5,57.5,496.0,71.2,6,55.0,456.0,98.91428571428571,6,52.0,464.0,106.75,7,53.0,454.0,77.60000000000001,4,52.0,490.0,88.075,9,54.0,506.0,114.38333333333333,5,55.0,468.0,109.55,5,55.0,522.0,95.75,7,57.0,498.0,94.0,5,57.5,458.0,110.15,4,55.0,464.0,103.2,4
3,56.0,488.0,96.05,3,54.0,442.0,98.0,3,56.0,514.0,101.47777777777779,3,56.0,476.0,97.8,3,56.0,448.0,98.0,3,56.0,488.0,96.1,3,56.0,498.0,95.4,3,56.0,466.0,82.95,3,56.0,498.0,88.83333333333333,3,56.0,474.0,112.14285714285714,3,56.0,454.0,98.0,3,56.0,474.0,76.89999999999999,3,56.0,454.0,94.7,3,56.0,478.0,94.9,3,56.0,484.0,74.97333333333333,3,56.0,462.0,97.2,2
4,56.0,422.0,100.34444444444445,5,54.0,470.0,100.4125,6,54.0,474.0,106.63333333333333,4,56.0,464.0,103.56666666666666,6,53.0,448.0,101.05,4,52.0,458.0,94.7,6,53.0,470.0,95.7,4,54.0,448.0,94.93333333333334,6,55.0,462.0,99.64,6,53.0,442.0,105.5,6,53.0,458.0,95.7,5,53.0,456.0,95.5,6,55.0,446.0,98.95,4,55.0,434.0,102.9875,5,53.0,450.0,96.8,6,53.0,458.0,106.75,1
4,56.0,496.0,117.73333333333333,4,56.0,466.0,126.75,7,57.0,494.0,137.0,6,57.0,498.0,119.5,5,57.0,476.0,137.6,5,57.0,470.0,109.55,5,57.0,464.0,121.77499999999999,7,57.0,504.0,125.46666666666665,6,57.0,520.0,127.82499999999999,4,56.0,478.0,129.76666666666668,6,58.0,460.0,139.70000000000002,4,56.0,516.0,116.825,7,57.0,492.0,116.96666666666665,7,57.0,476.0,125.83333333333333,6,57.0,476.0,131.5,4,56.0,458.0,120.74000000000001,1
8,57.0,476.0,114.5625,6,59.0,478.0,111.83571428571429,4,54.0,436.0,105.9,5,56.0,464.0,118.44000000000001,6,56.0,438.0,108.7,4,59.0,504.0,111.06666666666666,5,56.0,474.0,106.89999999999999,5,56.0,514.0,124.975,6,56.0,506.0,97.7,7,56.0,490.0,114.26666666666667,4,56.0,494.0,115.60000000000001,5,56.0,436.0,124.8125,6,56.0,506.0,113.76666666666667,4,56.0,522.0,89.0875,4,56.0,470.0,90.225,4,56.0,452.0,124.59999999999998,5
3,56.0,512.0,82.4,3,56.0,462.0,92.84285714285714,6,57.0,488.0,78.825,3,56.0,502.0,74.97333333333333,6,55.0,492.0,81.10000000000001,6,57.0,504.0,76.7,3,54.0,436.0,77.86666666666666,3,56.0,492.0,95.45833333333333,5,57.0,470.0,86.4090909090909,4,55.0,484.0,70.98571428571428,5,57.0,512.0,81.9,4,58.0,448.0,71.1875,5,55.0,482.0,72.62857142857142,7,57.0,496.0,75.1,5,57.0,498.0,73.93333333333334,5,58.0,522.0,80.6,3
3,56.0,468.0,73.625,3,56.0,436.0,83.0,3,56.0,494.0,98.9,3,56.0,468.0,112.14285714285714,3,57.0,490.0,83.86,3,56.0,496.0,88.83333333333333,3,56.0,472.0,95.1,3,56.0,462.0,98.8,3,56.0,518.0,76.625,3,56.0,510.0,91.17,3,57.0,530.0,94.0,3,54.0,434.0,98.1,3,56.0,464.0,97.7,3,56.0,476.0,98.9,3,54.0,458.0,98.7,3,56.0,468.0,98.1,6
3,54.0,486.0,103.05,3,54.0,432.0,98.7,3,54.0,486.0,98.3,3,54.0,470.0,98.9,3,54.0,438.0,97.3,3,54.0,456.0,98.25,3,54.0,440.0,97.4,3,54.0,434.0,97.3,3,54.0,446.0,72.98461538461538,3,54.0,454.0,97.2,3,54.0,492.0,97.4,3,54.0,440.0,109.08333333333333,3,54.0,450.0,96.7,3,54.0,446.0,94.55,3,54.0,444.0,101.2,3,54.0,460.0,96.4,11
3,54.0,466.0,84.7,3,54.0,470.0,84.3,3,54.0,480.0,84.3,3,54.0,428.0,77.86666666666666,3,54.0,482.0,96.55,3,54.0,462.0,85.9,3,54.0,448.0,83.9,3,54.0,450.0,90.89999999999999,3,54.0,426.0,77.7,3,54.0,420.0,84.0,3,54.0,452.0,83.0,3,54.0,436.0,91.3,3,54.0,402.0,77.7,3,54.0,450.0,85.4,3,54.0,430.0,91.39999999999999,3,54.0,458.0,88.7,15
8,58.0,504.0,115.15,6,57.0,450.0,97.38888888888889,6,56.0,512.0,83.93333333333334,6,59.0,520.0,94.16,4,57.0,462.0,100.84,4,56.0,472.0,90.225,5,54.0,484.0,72.62857142857142,6,57.0,524.0,103.76666666666667,4,56.0,466.0,90.19999999999999,6,56.0,524.0,85.6,7,56.0,456.0,84.2,6,56.0,506.0,97.7,3,53.0,480.0,83.86,4,56.0,454.0,78.97,4,56.0,482.0,105.44444444444444,5,56.0,504.0,85.5,3
5,56.0,486.0,117.38,8,55.0,458.0,120.36875,5,55.0,468.0,125.0,3,53.0,434.0,122.95,5,55.0,482.0,119.89999999999999,5,54.0,488.0,115.19000000000001,3,56.5,502.0,107.25,3,55.0,436.0,114.85000000000001,3,54.0,488.0,121.0,5,55.0,478.0,117.5,5,56.0,494.0,113.775,6,57.5,534.0,118.88,5,57.5,500.0,101.08,5,57.0,462.0,129.13333333333333,5,56.0,460.0,121.77499999999999,3,55.0,470.0,122.875,11
3,54.0,442.0,98.9,3,54.0,498.0,98.46666666666665,5,55.0,454.0,96.8,3,54.0,500.0,99.70833333333333,4,57.0,494.0,102.53333333333335,5,55.0,476.0,100.4125,6,55.0,476.0,106.63333333333333,6,55.0,452.0,99.64,4,55.0,448.0,98.63333333333333,5,55.0,454.0,101.76,4,55.0,434.0,100.34444444444445,3,54.0,462.0,98.25,3,54.0,494.0,94.3,4,55.0,450.0,97.0,7,55.0,472.0,103.5,4,55.0,444.0,90.09999999999998,4
5,55.0,428.0,103.13333333333333,6,54.0,478.0,111.875,4,54.0,472.0,115.65,6,53.0,508.0,114.3875,8,54.0,460.0,120.36875,8,54.0,454.0,112.83846153846154,6,54.0,470.0,116.125,9,52.0,532.0,119.51818181818182,6,54.0,514.0,117.7,5,53.0,458.0,118.44000000000001,6,54.0,490.0,119.5,4,56.0,466.0,108.39999999999999,5,54.0,512.0,113.73333333333333,4,51.0,452.0,103.95,9,54.0,500.0,114.38333333333333,6,53.0,446.0,113.6,6
2,54.0,474.0,76.52222222222223,2,54.0,448.0,71.9,2,54.0,422.0,71.0,2,54.0,450.0,71.9,2,54.0,478.0,70.5,2,54.0,466.0,71.6,2,54.0,440.0,72.0,2,54.0,432.0,69.75,2,54.0,456.0,91.0375,2,54.0,530.0,70.8,2,54.0,464.0,85.65,2,54.0,494.0,72.7,2,54.0,470.0,74.0,2,54.0,438.0,71.7,2,54.0,470.0,91.03333333333335,2,54.0,462.0,89.55,15
4,53.0,472.0,107.2,7,53.0,482.0,111.2,4,55.0,446.0,103.39999999999999,5,53.0,526.0,84.78,5,53.0,452.0,98.63333333333333,4,53.0,508.0,99.0,5,53.0,438.0,102.9875,5,57.0,422.0,100.34444444444445,4,53.0,452.0,108.0,4,55.0,496.0,99.70833333333333,5,53.0,436.0,107.9,4,52.0,454.0,107.3,4,54.0,502.0,111.25,5,53.0,520.0,108.15,6,53.0,456.0,101.76,7,53.0,498.0,109.5,7
6,54.0,506.0,120.3,5,55.0,504.0,144.975,4,53.0,450.0,121.05999999999999,5,54.0,456.0,116.67999999999999,5,53.0,490.0,110.5,5,54.0,460.0,120.85,5,55.0,488.0,114.0,5,58.0,510.0,109.53333333333333,5,54.0,486.0,120.9,6,57.0,510.0,116.18333333333334,7,55.0,470.0,120.13333333333333,3,52.0,470.0,114.2,6,57.0,528.0,130.93333333333334,7,56.0,476.0,116.33333333333333,6,56.0,474.0,116.26666666666667,5,58.0,464.0,120.14999999999999,3
4,57.0,484.0,95.1,7,55.0,512.0,114.3875,7,53.0,530.0,108.46666666666665,6,55.0,488.0,115.05,6,57.0,506.0,116.18333333333334,7,54.0,510.0,117.7,4,54.0,498.0,121.4,7,54.0,440.0,121.46,4,55.0,506.0,120.85,5,57.0,514.0,103.53333333333335,6,55.0,456.0,102.7,5,52.0,464.0,120.85,7,54.0,488.0,119.5,4,50.0,454.0,115.45,5,55.0,492.0,116.725,5,56.0,460.0,120.14999999999999,15
