horse1_Age,horse1_Weight (kg),horse1_Horse Weight (kg),horse1_average_time,horse2_Age,horse2_Weight (kg),horse2_Horse Weight (kg),horse2_average_time,horse3_Age,horse3_Weight (kg),horse3_Horse Weight (kg),horse3_average_time,horse4_Age,horse4_Weight (kg),horse4_Horse Weight (kg),horse4_average_time,horse5_Age,horse5_Weight (kg),horse5_Horse Weight (kg),horse5_average_time,horse6_Age,horse6_Weight (kg),horse6_Horse Weight (kg),horse6_average_time,horse7_Age,horse7_Weight (kg),horse7_Horse Weight (kg),horse7_average_time,horse8_Age,horse8_Weight (kg),horse8_Horse Weight (kg),horse8_average_time,horse9_Age,horse9_Weight (kg),horse9_Horse Weight (kg),horse9_average_time,horse10_Age,horse10_Weight (kg),horse10_Horse Weight (kg),horse10_average_time,horse11_Age,horse11_Weight (kg),horse11_Horse Weight (kg),horse11_average_time,horse12_Age,horse12_Weight (kg),horse12_Horse Weight (kg),horse12_average_time,horse13_Age,horse13_Weight (kg),horse13_Horse Weight (kg),horse13_average_time,horse14_Age,horse14_Weight (kg),horse14_Horse Weight (kg),horse14_average_time,horse15_Age,horse15_Weight (kg),horse15_Horse Weight (kg),horse15_average_time,horse16_Age,horse16_Weight (kg),horse16_Horse Weight (kg),horse16_average_time,target
6,56.0,466.0,111.62857142857142,5,56.0,478.0,95.3,7,56.0,514.0,105.8,4,56.0,494.0,96.39999999999999,6,56.0,472.0,96.3,5,56.0,554.0,95.85,6,56.0,498.0,111.26666666666667,5,56.0,474.0,105.30000000000001,5,56.0,492.0,96.65,5,56.0,480.0,94.9,4,56.0,534.0,98.00714285714285,5,57.0,478.0,109.4625,6,56.0,482.0,109.22857142857143,8,57.0,502.0,105.8153846153846,6,57.0,532.0,94.05,5,56.0,494.0,96.9,10
2,55.0,472.0,109.43571428571428,2,55.0,444.0,109.15,2,55.0,482.0,121.275,2,55.0,496.0,106.6,2,55.0,452.0,115.05,2,55.0,472.0,106.9,2,55.0,486.0,107.16666666666667,2,55.0,512.0,107.8,2,55.0,460.0,97.5,2,55.0,468.0,102.51176470588236,2,55.0,476.0,107.1,2,55.0,474.0,107.5,2,55.0,490.0,87.42999999999999,2,54.0,432.0,111.0,2,55.0,514.0,107.3,2,55.0,468.0,121.10000000000001,6
3,54.0,456.0,107.95,3,54.0,482.0,91.775,3,54.0,430.0,94.85,3,54.0,454.0,94.6,3,54.0,496.0,96.4,3,54.0,468.0,94.4,3,54.0,464.0,94.11666666666667,3,54.0,412.0,96.0,3,54.0,450.0,107.25,3,54.0,420.0,95.5,3,54.0,422.0,96.2,3,54.0,436.0,113.62,3,54.0,494.0,95.5,3,54.0,476.0,96.1,3,54.0,468.0,95.9,3,54.0,452.0,95.6,1
4,55.0,474.0,84.375,7,56.0,474.0,67.0,4,54.0,494.0,68.89999999999999,5,56.0,504.0,75.38,10,56.0,488.0,71.38,4,54.0,446.0,86.86666666666667,5,56.0,460.0,93.04444444444444,6,56.0,454.0,68.6,5,54.0,526.0,71.19999999999999,6,54.0,476.0,69.1,9,56.0,510.0,90.65454545454546,10,57.0,518.0,72.15,8,56.0,480.0,63.833333333333336,5,56.0,466.0,69.36666666666667,7,56.0,436.0,71.75,4,56.0,510.0,73.67142857142858,3
6,58.0,488.0,113.2,7,56.0,494.0,108.5125,5,53.0,468.0,113.6,4,56.0,496.0,112.75,6,57.0,492.0,111.66666666666667,7,57.0,512.0,105.8,7,53.0,494.0,112.9,4,55.0,468.0,115.93333333333334,7,55.0,480.0,113.53333333333335,5,55.0,478.0,105.30000000000001,6,57.0,536.0,112.66666666666667,5,57.5,522.0,110.31818181818181,9,55.0,510.0,112.56666666666666,5,56.0,490.0,114.4,7,57.0,508.0,114.4,5,54.0,526.0,110.5,10
5,55.0,522.0,92.7,7,56.0,528.0,96.25,6,55.0,544.0,89.87777777777778,7,56.0,478.0,94.62857142857142,4,56.5,462.0,73.97999999999999,5,55.5,470.0,74.6,6,54.0,454.0,98.36666666666667,9,56.5,482.0,92.4,6,56.5,470.0,93.16666666666667,6,58.0,530.0,106.37272727272726,6,56.0,486.0,94.2,6,57.0,562.0,104.95,5,54.0,520.0,93.3875,5,54.0,546.0,92.6,6,57.0,494.0,95.85000000000001,7,57.0,550.0,108.26666666666667,0
3,57.0,492.0,88.825,3,57.0,454.0,102.59,3,57.0,460.0,91.97142857142856,3,57.0,486.0,123.1,3,57.0,494.0,121.4,3,57.0,454.0,122.2,3,57.0,466.0,116.3,3,57.0,460.0,121.25999999999999,3,57.0,502.0,121.4,3,57.0,484.0,124.4,3,57.0,492.0,120.8,3,57.0,496.0,106.80000000000001,3,57.0,472.0,131.86666666666667,3,57.0,488.0,121.1,3,57.0,444.0,122.0,3,57.0,452.0,119.19999999999999,10
3,54.0,462.0,120.8,3,54.0,432.0,119.4,3,54.0,438.0,110.6,3,54.0,422.0,111.33333333333333,3,54.0,432.0,119.05,3,54.0,478.0,119.3,3,54.0,504.0,126.2,3,54.0,460.0,107.25,3,54.0,450.0,119.5,3,54.0,476.0,101.22,3,54.0,446.0,119.2,3,54.0,444.0,155.70000000000002,3,54.0,440.0,106.35,3,54.0,474.0,121.66666666666667,3,54.0,508.0,116.53333333333332,3,54.0,456.0,118.8,15
5,56.0,488.0,71.60000000000001,6,56.0,510.0,70.83333333333333,7,56.0,478.0,67.0,6,56.0,526.0,88.16666666666667,4,54.0,482.0,70.9,7,56.0,538.0,71.43333333333334,7,56.0,486.0,71.6,5,56.0,492.0,101.35000000000001,4,56.0,468.0,71.0,8,58.0,530.0,75.5,4,56.0,462.0,70.25,7,56.0,472.0,98.96363636363635,6,56.0,512.0,80.93333333333334,5,56.0,518.0,70.3,3,55.0,480.0,76.475,5,55.0,488.0,70.44999999999999,14
4,55.0,466.0,93.4,3,52.0,474.0,101.22,4,54.0,450.0,93.0,4,54.0,480.0,102.43333333333334,5,53.0,486.0,93.2,5,55.0,462.0,106.76666666666667,3,52.0,424.0,94.4,3,54.0,450.0,85.67999999999999,5,52.0,486.0,93.3,5,55.0,474.0,100.10000000000001,4,56.0,512.0,92.7,4,55.0,460.0,86.86666666666667,4,53.0,450.0,88.05714285714285,3,55.0,500.0,91.775,4,53.0,480.0,77.425,5,55.0,458.0,93.26666666666667,10
6,57.0,470.0,141.8,5,57.0,506.0,139.25,5,57.0,446.0,173.16666666666666,4,57.0,506.0,149.4,7,57.0,504.0,146.6,7,57.0,514.0,153.0,8,55.0,460.0,135.13333333333333,4,57.0,490.0,118.28333333333335,3,55.0,534.0,152.2,4,55.0,486.0,137.05,4,57.0,480.0,126.6,5,57.0,504.0,127.25999999999999,5,57.0,472.0,142.14999999999998,7,57.0,486.0,122.075,4,57.0,490.0,152.14999999999998,6,57.0,464.0,154.24,8
4,55.0,462.0,112.3,5,56.0,478.0,105.30000000000001,4,53.0,494.0,115.35,6,56.0,506.0,113.1,7,56.0,530.0,111.07333333333332,6,56.0,458.0,151.55,6,56.0,460.0,114.63333333333333,5,56.0,484.0,114.4,6,56.0,498.0,118.75,6,56.0,476.0,111.62857142857142,8,56.0,538.0,112.86000000000001,6,56.0,544.0,105.15,7,56.0,506.0,99.1,6,56.0,498.0,109.5,9,56.0,514.0,112.56666666666666,7,56.0,504.0,114.4,13
3,56.0,450.0,82.6,3,56.0,490.0,83.2,3,54.0,478.0,70.63333333333334,3,56.0,462.0,71.12222222222222,3,56.0,466.0,74.35,3,56.0,448.0,82.3,3,57.0,470.0,82.3,3,56.0,466.0,70.37142857142858,3,56.0,482.0,74.875,3,57.0,456.0,87.44999999999999,3,56.0,494.0,83.8,3,56.0,478.0,83.2,3,56.0,472.0,82.7,3,57.0,494.0,82.4,3,56.0,460.0,83.8,3,56.0,494.0,83.2,8
6,56.5,468.0,93.16666666666667,5,54.0,494.0,86.15,4,56.0,514.0,73.67142857142858,5,52.0,448.0,87.4,3,53.0,456.0,87.44999999999999,7,54.0,504.0,94.3,6,57.5,496.0,92.75,7,55.0,464.0,94.62857142857142,5,57.5,492.0,91.95,6,57.5,500.0,93.17,5,53.0,462.0,93.26666666666667,5,56.0,516.0,87.76666666666667,6,55.0,468.0,103.53333333333335,7,57.0,504.0,93.92,4,57.0,440.0,107.44999999999999,5,54.0,506.0,94.33333333333333,0
5,57.0,554.0,116.65,6,56.0,494.0,116.125,7,56.0,514.0,105.8,9,56.0,504.0,112.56666666666666,4,57.0,506.0,110.05999999999999,5,56.0,482.0,105.30000000000001,6,57.0,476.0,115.38333333333333,5,54.0,482.0,118.8,6,54.0,480.0,115.6,8,56.0,538.0,114.0909090909091,7,58.0,492.0,111.26363636363637,6,58.0,492.0,109.5,7,57.0,526.0,111.07333333333332,4,55.0,506.0,118.25,5,56.0,484.0,114.4,5,56.0,524.0,115.81666666666666,4
6,57.0,518.0,117.9625,4,57.0,516.0,129.96666666666667,4,57.0,468.0,119.1,5,57.0,470.0,115.10000000000001,8,55.0,474.0,135.13333333333333,6,57.0,478.0,123.32000000000001,6,57.0,470.0,141.8,4,57.0,516.0,126.05999999999999,6,57.0,540.0,125.525,4,57.0,482.0,121.78333333333335,8,57.0,510.0,138.98,7,57.0,472.0,145.2,4,57.0,474.0,126.6,4,57.0,482.0,121.16666666666667,4,57.0,532.0,115.16666666666667,5,57.0,508.0,139.25,7
6,56.0,488.0,166.10000000000002,7,57.0,524.0,111.07333333333332,5,58.0,482.0,104.69999999999999,5,56.0,528.0,115.81666666666666,7,56.0,518.0,105.8,6,56.0,490.0,111.66666666666667,6,57.0,472.0,115.38333333333333,6,54.0,478.0,115.6,7,58.0,490.0,111.26363636363637,5,56.0,488.0,114.4,4,56.0,488.0,96.39999999999999,5,57.0,546.0,116.65,5,57.0,524.0,110.31818181818181,5,56.0,476.0,105.30000000000001,6,56.0,494.0,116.125,7,56.0,498.0,114.4,11
6,58.0,482.0,132.8,5,58.0,476.0,142.14999999999998,6,58.0,448.0,154.24,7,58.0,446.0,131.6,8,56.0,468.0,135.13333333333333,4,58.0,480.0,121.16666666666667,6,58.0,492.0,134.6,5,58.0,508.0,139.25,8,58.0,454.0,117.53333333333335,4,58.0,494.0,149.4,7,58.0,486.0,116.425,5,58.0,490.0,138.25,5,56.0,440.0,111.96666666666665,5,58.0,522.0,119.86666666666667,5,58.0,494.0,128.15,7,58.0,480.0,156.45000000000002,1
3,53.0,450.0,116.33333333333333,4,57.5,508.0,110.05999999999999,5,54.0,506.0,123.3,5,56.0,478.0,105.30000000000001,5,55.0,478.0,98.125,6,55.0,484.0,109.22857142857143,4,54.0,526.0,110.95,5,57.5,534.0,116.65,6,56.0,520.0,122.05,5,57.0,520.0,115.81666666666666,6,56.0,518.0,122.4,3,53.0,526.0,117.55,5,53.0,484.0,110.8,5,55.0,486.0,114.4,7,56.0,518.0,116.2,6,54.0,470.0,103.53333333333335,0
3,56.0,476.0,93.77142857142857,5,57.0,462.0,86.75,6,57.0,520.0,94.0,7,57.0,516.0,74.425,3,56.0,492.0,74.875,5,57.0,518.0,77.33333333333333,4,55.0,496.0,84.375,5,57.0,498.0,74.4,7,57.0,474.0,76.96666666666665,4,57.0,514.0,97.75,4,57.0,524.0,73.67142857142858,5,55.0,452.0,87.4,7,57.0,446.0,71.75,5,57.0,508.0,79.875,5,55.0,468.0,81.7,5,55.0,474.0,72.5,15
6,57.0,510.0,104.77142857142857,4,51.0,476.0,107.1,6,53.0,460.0,107.63333333333333,8,52.0,492.0,112.2875,10,56.0,518.0,126.85000000000001,6,56.5,494.0,107.0,4,54.0,456.0,107.5,7,53.0,470.0,106.9,6,51.0,476.0,113.85,5,56.0,492.0,101.19999999999999,6,54.0,498.0,107.15,6,57.0,500.0,95.85000000000001,7,56.5,514.0,150.3,6,54.0,466.0,123.32000000000001,4,54.0,532.0,115.16666666666667,6,55.0,546.0,125.525,14
4,56.0,514.0,68.97142857142856,6,57.0,506.0,74.4,6,55.0,526.0,71.19999999999999,4,58.0,520.0,70.975,5,54.0,488.0,77.425,5,56.0,524.0,73.67142857142858,6,54.0,494.0,69.2,4,57.0,478.0,70.37142857142858,3,53.0,512.0,70.80000000000001,6,56.0,464.0,71.3,4,57.0,462.0,71.12222222222222,3,54.0,446.0,68.8,5,54.0,482.0,70.05,6,58.0,502.0,68.7,7,54.0,502.0,69.9,4,57.0,528.0,70.2,7
3,54.0,474.0,111.0,3,54.0,490.0,104.89999999999999,3,55.0,488.0,109.8,3,53.0,482.0,110.5,3,54.0,476.0,118.375,3,53.0,494.0,111.9,3,54.0,480.0,121.10000000000001,3,57.0,452.0,116.75,3,54.0,472.0,110.1,3,54.0,488.0,114.88,3,53.0,448.0,109.15,3,53.0,460.0,111.7,3,53.0,510.0,110.3,3,51.0,436.0,101.06666666666666,3,56.0,532.0,109.44999999999999,3,54.0,488.0,110.5,2
4,55.0,438.0,112.8,5,58.5,476.0,126.6,5,54.0,494.0,118.97999999999999,4,57.5,446.0,122.80000000000001,5,53.0,472.0,102.43333333333334,3,53.0,510.0,131.65,3,50.0,462.0,120.8,6,55.0,462.0,106.76666666666667,6,56.0,490.0,115.10000000000001,4,54.0,460.0,111.875,4,55.0,472.0,121.25999999999999,5,55.0,496.0,130.35,5,52.0,464.0,121.4,8,56.0,476.0,120.05,5,56.0,482.0,121.2,7,55.0,502.0,136.125,11
5,57.5,482.0,126.6,7,56.0,458.0,119.225,5,54.0,498.0,121.96666666666665,6,57.0,484.0,115.10000000000001,5,54.0,480.0,119.95,7,56.0,508.0,104.77142857142857,4,55.0,508.0,118.7,5,55.0,476.0,119.2,8,57.0,498.0,117.44000000000001,6,57.0,478.0,91.25714285714285,6,57.0,514.0,111.81666666666666,6,56.0,454.0,119.94999999999999,8,54.0,460.0,114.05714285714285,4,54.0,478.0,118.6,6,55.0,442.0,132.55,8,57.0,522.0,150.3,13
2,54.0,432.0,96.9,2,54.0,448.0,98.9,2,54.0,494.0,96.5,2,54.0,470.0,96.4,2,54.0,480.0,90.39999999999999,2,54.0,462.0,96.2,2,54.0,430.0,97.4,2,54.0,468.0,95.6,2,54.0,498.0,95.73333333333333,2,54.0,448.0,96.4,2,54.0,462.0,96.4,2,54.0,428.0,96.4,2,54.0,444.0,97.3,2,54.0,456.0,94.45,2,54.0,436.0,97.5,2,54.0,482.0,93.5,13
5,57.0,518.0,85.2,4,58.0,468.0,93.77142857142857,6,56.0,476.0,105.30000000000001,5,57.0,540.0,98.00714285714285,5,54.0,492.0,86.275,7,56.0,506.0,80.93333333333334,6,56.0,534.0,91.85,8,56.0,482.0,84.55,4,56.0,478.0,76.475,4,55.0,454.0,84.8,8,56.0,520.0,105.8,5,56.0,506.0,96.39999999999999,6,56.0,546.0,86.1,7,58.0,522.0,91.23333333333333,9,58.0,528.0,75.5,6,56.0,496.0,85.65,8
3,56.0,452.0,107.23333333333333,3,56.0,464.0,178.95,3,56.0,476.0,121.10000000000001,3,56.0,480.0,145.0,3,56.0,440.0,146.4,3,56.0,482.0,145.6,3,56.0,494.0,146.2,3,56.0,436.0,145.5,3,56.0,440.0,149.875,3,56.0,466.0,146.0,3,56.0,488.0,127.625,3,56.0,434.0,146.0,3,56.0,474.0,145.8,3,56.0,522.0,146.1,3,56.0,438.0,146.9,3,56.0,448.0,179.0,3
5,56.0,514.0,97.75,5,56.0,502.0,77.60000000000001,6,56.0,514.0,87.76666666666667,6,56.0,528.0,93.3875,6,56.0,494.0,86.15,5,54.0,470.0,79.6,4,56.0,518.0,70.975,5,56.0,516.0,79.5,6,56.0,502.0,89.8,4,56.0,472.0,91.54285714285713,6,57.0,464.0,93.04444444444444,6,56.0,504.0,91.95,5,56.0,508.0,73.67142857142858,6,54.0,478.0,81.3,5,54.0,488.0,77.425,6,56.0,516.0,77.33333333333333,6
8,58.0,486.0,122.075,4,58.0,504.0,104.80000000000001,6,58.0,512.0,87.76666666666667,6,58.0,464.0,93.04444444444444,4,58.0,474.0,91.54285714285713,5,58.0,544.0,78.75,5,58.0,488.0,94.38333333333333,4,58.0,470.0,87.93333333333334,4,58.0,486.0,91.97142857142856,4,58.0,466.0,93.77142857142857,4,56.0,484.0,119.80000000000001,5,58.0,486.0,101.23333333333333,7,58.0,472.0,92.75,5,58.0,494.0,121.78333333333335,5,56.0,516.0,107.0,6,58.0,500.0,91.95,7
5,58.0,472.0,111.75555555555556,5,56.0,516.0,107.0,6,58.0,462.0,119.94999999999999,5,58.0,448.0,127.925,4,58.0,468.0,93.77142857142857,5,58.0,514.0,126.05999999999999,4,56.0,480.0,119.80000000000001,5,58.0,486.0,119.1,3,56.0,490.0,127.625,4,58.0,462.0,119.19999999999999,4,58.0,508.0,104.80000000000001,4,58.0,502.0,116.63333333333333,4,58.0,488.0,136.45,3,56.0,502.0,134.2,6,58.0,504.0,127.25999999999999,5,58.0,516.0,129.96666666666667,6
6,56.0,528.0,89.45,5,56.0,530.0,110.95,4,56.0,480.0,94.4125,5,56.0,540.0,97.6,7,56.0,494.0,98.625,4,56.0,464.0,102.59,5,56.0,504.0,96.6,3,56.0,488.0,93.7,6,56.0,528.0,91.85,5,59.0,524.0,98.00714285714285,5,56.0,548.0,96.6,5,56.0,482.0,89.8,3,55.0,474.0,90.0,4,56.0,488.0,95.05000000000001,7,56.0,498.0,92.7875,5,56.0,462.0,95.1,8
6,56.0,452.0,123.725,7,55.0,486.0,128.45,8,57.0,496.0,117.44000000000001,4,56.0,456.0,122.80000000000001,7,56.0,528.0,119.5,5,58.0,490.0,119.1,6,57.0,476.0,113.58333333333333,4,56.0,464.0,102.59,4,56.0,480.0,119.9,4,53.0,528.0,119.75,6,57.0,542.0,119.86666666666667,7,56.0,502.0,120.3,5,54.0,480.0,119.95,7,57.0,540.0,97.35714285714286,7,56.0,516.0,136.125,6,56.0,430.0,102.63333333333333,5
3,54.0,436.0,108.28571428571429,3,54.0,436.0,96.2,3,54.0,434.0,96.8,3,54.0,442.0,96.2,3,54.0,424.0,95.85,3,54.0,434.0,96.2,3,54.0,438.0,96.5,3,54.0,470.0,96.0,3,54.0,480.0,103.8,3,54.0,446.0,96.2,3,54.0,486.0,96.1,3,54.0,478.0,97.3,3,54.0,382.0,96.6,3,54.0,440.0,96.3,3,54.0,416.0,96.2,3,54.0,432.0,96.8,0
6,54.0,526.0,71.19999999999999,7,56.0,482.0,66.94000000000001,5,54.0,454.0,74.95,4,56.0,466.0,71.12222222222222,6,56.0,496.0,75.38,4,56.0,440.0,68.8,4,54.0,486.0,70.63333333333334,11,57.0,518.0,72.15,8,56.0,478.0,76.675,6,54.0,488.0,68.4,4,54.0,434.0,69.18571428571428,4,54.0,428.0,68.6,6,54.0,446.0,68.1,6,56.0,490.0,70.36666666666666,5,56.0,518.0,73.67142857142858,6,54.0,498.0,69.2,6
3,56.0,464.0,147.0,3,56.0,482.0,114.88,3,56.0,500.0,108.2,3,56.0,446.0,109.2,3,56.0,438.0,109.0,3,56.0,472.0,108.4,3,56.0,498.0,108.8,3,56.0,538.0,117.52000000000001,3,56.0,482.0,107.57142857142857,3,56.0,440.0,109.3,3,56.0,494.0,87.42999999999999,3,56.0,496.0,113.9,3,56.0,454.0,97.24,3,56.0,478.0,108.5,3,56.0,524.0,109.44999999999999,3,56.0,484.0,88.55,12
7,57.5,540.0,112.66666666666667,4,55.0,474.0,111.58,7,56.0,510.0,111.26666666666667,4,57.0,510.0,112.375,6,56.0,484.0,109.4625,6,57.5,532.0,110.31818181818181,4,54.0,504.0,105.15,4,57.0,522.0,117.55,4,52.0,508.0,114.2,5,57.0,468.0,115.93333333333334,4,55.0,490.0,112.55999999999999,6,55.0,572.0,133.4,10,53.0,518.0,112.56666666666666,6,55.0,492.0,115.7,8,56.0,516.0,111.07333333333332,8,56.0,518.0,116.2,11
4,57.0,490.0,87.45,4,57.5,500.0,110.15,5,56.0,510.0,87.35,6,56.5,528.0,92.7,4,54.0,474.0,76.14285714285714,6,55.0,468.0,103.67500000000001,6,57.0,466.0,93.04444444444444,7,57.0,530.0,106.37272727272726,7,56.0,530.0,97.35714285714286,4,55.0,498.0,91.775,6,53.0,488.0,99.35,6,56.0,506.0,89.8,5,57.0,506.0,101.04545454545455,6,55.0,504.0,92.93333333333334,5,56.0,454.0,105.02857142857144,5,55.0,540.0,78.75,15
6,54.0,490.0,92.93333333333334,6,55.0,510.0,96.375,6,53.0,478.0,86.75,3,54.0,480.0,87.42999999999999,4,52.0,462.0,94.11666666666667,3,52.0,416.0,92.5,6,57.0,460.0,93.04444444444444,7,55.0,534.0,97.35714285714286,3,55.0,494.0,93.7,4,55.0,500.0,88.825,6,54.0,452.0,91.58571428571429,6,56.0,536.0,93.3875,5,53.0,472.0,102.43333333333334,4,53.0,472.0,101.22,6,56.0,528.0,92.7,5,53.0,454.0,88.05714285714285,4
4,57.0,514.0,70.975,3,55.0,482.0,88.55,4,55.0,502.0,70.63333333333334,6,57.0,500.0,68.7,3,55.0,434.0,68.8,5,55.0,486.0,77.425,3,53.0,488.0,99.36,7,55.0,490.0,72.34285714285714,3,53.0,468.0,77.03333333333333,6,55.0,504.0,68.4,3,53.0,464.0,78.9,7,57.0,536.0,106.37272727272726,7,57.0,484.0,68.75,4,57.0,470.0,70.37142857142858,4,55.0,436.0,69.18571428571428,4,57.0,502.0,74.875,0
6,57.0,502.0,74.4,4,58.0,484.0,76.475,4,56.0,470.0,77.35,5,56.0,462.0,71.0,4,55.0,454.0,69.9,4,56.0,452.0,70.2,4,54.0,494.0,69.9,5,56.0,500.0,71.3,5,56.0,446.0,70.4,5,56.0,466.0,70.25,4,56.0,504.0,74.60000000000001,6,54.0,486.0,70.44999999999999,6,56.0,464.0,69.36666666666667,4,54.0,438.0,70.3,7,56.0,520.0,70.83333333333333,5,54.0,466.0,70.3,1
6,56.0,474.0,100.10000000000001,5,54.0,484.0,102.43333333333334,5,53.0,492.0,108.76666666666667,5,54.0,510.0,93.9,4,54.0,430.0,102.39999999999999,5,54.0,448.0,88.05714285714285,4,54.0,476.0,101.22,3,53.0,452.0,108.28571428571429,5,53.0,460.0,91.16666666666667,4,55.0,462.0,94.11666666666667,6,56.0,468.0,106.76666666666667,3,54.0,466.0,94.60000000000001,3,54.0,458.0,102.17999999999999,3,53.0,478.0,103.63333333333333,4,55.0,458.0,85.67999999999999,4,55.0,456.0,99.35,11
5,57.0,506.0,149.4,5,57.0,526.0,129.96666666666667,5,57.0,456.0,127.925,7,57.0,470.0,141.8,5,57.0,494.0,152.14999999999998,4,55.0,486.0,119.80000000000001,3,55.0,494.0,121.275,5,55.0,468.0,112.23333333333333,5,57.0,526.0,126.05999999999999,6,55.0,444.0,116.55999999999999,4,55.0,474.0,113.62,5,55.0,514.0,107.0,3,55.0,492.0,142.03333333333333,3,55.0,504.0,134.2,4,57.0,482.0,153.35,4,57.0,462.0,152.4,7
7,56.0,542.0,89.87777777777778,6,54.0,474.0,93.26666666666667,6,54.0,462.0,91.58571428571429,4,54.0,474.0,91.54285714285713,5,54.0,482.0,76.86666666666666,3,52.0,480.0,87.42999999999999,6,56.0,514.0,94.33333333333333,4,53.0,458.0,94.6,4,55.0,506.0,88.825,3,52.0,490.0,93.7,3,53.0,476.0,102.51176470588236,4,55.5,494.0,91.775,6,56.0,526.0,92.7,6,57.0,460.0,93.04444444444444,7,53.0,460.0,95.3,7,52.0,456.0,94.8,9
6,57.0,580.0,133.4,6,57.0,536.0,101.31428571428572,6,57.0,526.0,110.31818181818181,6,57.0,532.0,91.85,7,57.0,488.0,109.22857142857143,7,57.0,480.0,115.38333333333333,5,57.0,494.0,112.24000000000001,5,57.0,516.0,106.54285714285713,8,57.0,466.0,98.96363636363635,4,57.0,516.0,112.375,3,55.0,502.0,100.06666666666666,3,55.0,550.0,109.2,4,57.0,482.0,111.725,4,57.0,474.0,102.59,4,57.0,452.0,116.33333333333333,6,57.0,494.0,101.35000000000001,11
4,54.0,506.0,119.9,3,54.0,520.0,131.65,4,54.0,482.0,120.75,3,55.0,458.0,130.9,4,53.0,440.0,132.925,8,54.0,452.0,114.05714285714285,4,52.0,514.0,116.53333333333332,6,55.0,500.0,120.5,3,55.0,476.0,118.375,4,54.0,530.0,119.2,5,53.0,454.0,120.3,4,55.0,450.0,147.26,4,55.0,520.0,119.75,4,50.0,460.0,143.6,4,54.0,496.0,128.16666666666666,5,54.0,510.0,120.4,4
4,49.0,530.0,126.2,4,55.0,454.0,133.4,7,55.0,470.0,113.8,7,55.0,476.0,123.32000000000001,4,56.0,508.0,147.1,6,51.0,528.0,146.5,4,54.0,480.0,131.86666666666667,7,56.0,508.0,104.77142857142857,6,57.0,510.0,150.2,6,56.0,512.0,170.73333333333335,6,55.0,504.0,146.4,5,56.0,500.0,139.9333333333333,6,56.0,500.0,120.5,6,56.0,494.0,138.25,6,55.0,450.0,132.55,4,52.0,464.0,157.15,1
7,56.0,518.0,111.26666666666667,6,57.0,570.0,133.4,6,56.0,498.0,115.7,10,56.0,512.0,112.56666666666666,6,57.0,478.0,109.4625,5,57.0,480.0,113.11111111111111,5,56.0,490.0,112.24000000000001,6,56.0,528.0,110.31818181818181,4,56.0,530.0,114.73333333333333,4,58.0,482.0,111.725,5,57.0,464.0,115.93333333333334,5,57.0,510.0,110.05999999999999,8,56.0,506.0,123.0,5,54.0,520.0,118.25,4,59.0,462.0,116.33333333333333,8,57.0,488.0,111.26363636363637,9
5,59.0,520.0,106.54285714285713,7,56.0,492.0,115.25,4,57.0,510.0,112.375,8,56.0,470.0,98.96363636363635,5,56.0,486.0,105.9,7,56.0,486.0,109.22857142857143,3,54.0,524.0,112.8,8,57.0,484.0,111.26363636363637,4,56.0,516.0,111.7,5,54.0,462.0,111.9,6,56.0,492.0,111.7,5,57.0,482.0,113.11111111111111,3,56.0,504.0,100.06666666666666,8,56.0,512.0,105.8,4,56.0,528.0,111.9,6,56.0,492.0,101.35000000000001,15
6,50.0,432.0,115.15,4,49.0,450.0,120.7,4,54.0,508.0,116.53333333333332,5,54.0,508.0,120.8,4,51.0,508.0,121.6,4,54.0,466.0,121.3,4,51.0,524.0,126.2,4,50.0,486.0,121.7,5,50.0,468.0,120.8,5,52.0,486.0,121.2,6,52.0,506.0,107.1,4,53.0,470.0,113.62,4,50.0,484.0,121.66666666666667,5,55.0,474.0,102.43333333333334,4,51.0,444.0,115.275,4,51.0,478.0,123.1,6
2,54.0,448.0,96.4,2,54.0,438.0,97.8,2,54.0,470.0,81.725,2,54.0,480.0,94.3,2,54.0,490.0,94.94999999999999,2,54.0,444.0,93.52000000000001,2,54.0,484.0,80.05000000000001,2,54.0,456.0,93.89999999999999,2,54.0,482.0,109.5,2,54.0,446.0,94.6,2,54.0,470.0,94.45,2,54.0,452.0,93.5,2,54.0,424.0,96.5,2,54.0,418.0,96.4,2,54.0,418.0,95.3,2,54.0,418.0,95.4,6
2,55.0,508.0,93.05,2,55.0,538.0,72.125,2,55.0,484.0,95.1,2,55.0,452.0,93.6,2,55.0,490.0,93.55,2,55.0,464.0,75.81428571428572,2,55.0,476.0,94.3,2,55.0,492.0,88.77142857142857,2,55.0,538.0,93.05,2,55.0,460.0,94.9,2,55.0,460.0,93.95,2,55.0,444.0,85.3,2,55.0,472.0,95.8,2,55.0,454.0,102.9,2,55.0,468.0,93.63333333333333,2,55.0,492.0,95.73333333333333,8
6,56.0,550.0,78.75,5,58.0,476.0,76.14285714285714,4,54.0,470.0,71.15,6,54.0,450.0,88.05714285714285,7,56.0,490.0,70.36666666666666,6,56.0,520.0,73.67142857142858,5,57.0,512.0,68.97142857142856,4,54.0,498.0,74.10000000000001,3,51.0,480.0,81.725,4,54.0,456.0,68.96,5,54.0,466.0,69.825,5,54.0,474.0,70.4,6,54.0,504.0,72.9,8,56.0,506.0,71.25,4,54.0,450.0,69.69999999999999,4,54.0,470.0,78.9,9
