race_id,horse_id,finish_position,pred_score,pred_prob,predicted_rank
199003030811,1987106382,1,2.040554584291818,0.18471654983956803,1.0
199003030811,1986101540,2,1.03626380540593,0.06766247266962613,6.0
199003030811,1985106619,3,1.455003655491778,0.10284999405402297,5.0
199003030811,1984105105,4,0.22009367525556253,0.02991504640444213,11.0
199003030811,1985100675,5,1.5972635679472533,0.11857331612585216,3.0
199003030811,1985100602,6,1.733621645792919,0.13589595396808765,2.0
199003030811,1986105049,7,0.9540274082244307,0.06232080452255318,7.0
199003030811,1987104930,8,0.928166232580121,0.06072977684594188,8.0
199003030811,1986104565,9,-0.43422940933934717,0.01554965564642673,13.0
199003030811,1985105346,10,0.3042974990888054,0.03254310121279601,10.0
199003030811,1987106646,11,0.35298122691672473,0.03416661950991485,9.0
199003030811,1985104837,12,-1.0070568042030512,0.008768897611954284,15.0
199003030811,1985102546,13,1.4568100968454165,0.10303595444920832,4.0
199003030811,1985106827,14,-1.0943768243919094,0.008035675604883656,16.0
199003030811,1986100405,15,0.001632904458673077,0.024044368406837418,12.0
199003030811,1985106322,16,-0.7630853625079749,0.011191813127884477,14.0
199007010611,1986102968,1,2.519729005753125,0.6709778478164237,1.0
199007010611,1983102342,2,0.11720756936426195,0.060716451217903186,3.0
199007010611,1983104010,3,0.1786548618800197,0.0645643227534133,2.0
199007010611,1985100599,4,0.016732075045823167,0.054912400209313046,4.0
199007010611,1984104479,5,-0.37845636246198106,0.0369864176431853,6.0
199007010611,1985101830,6,-0.02933358018037608,0.052440203358063674,5.0
199007010611,1985101073,7,-2.377351393462073,0.005011101361265809,12.0
199007010611,1984105663,8,-2.3340058017665726,0.005233086804837203,11.0
199007010611,1986105154,9,-2.6867452214436547,0.003677605626856072,13.0
199007010611,1985100057,10,-2.1574024870426425,0.006243897769644159,9.0
199007010611,1986104130,11,-1.0231163297462091,0.01941198749281383,7.0
199007010611,1985101175,12,-1.5753296847761127,0.01117498090989171,8.0
199007010611,1985501233,13,-2.2402691827620425,0.005747344569987467,10.0
199007010611,1982105727,14,-3.8573377511153537,0.0011407310922784495,15.0
199007010611,1981105396,15,-6.364144494206936,9.300171201640753e-05,16.0
199007010611,1986101762,16,-3.477010381975789,0.0016686196621066012,14.0
199105020810,1987100260,1,0.7796934379104516,0.2237943115828629,3.0
199105020810,1987102798,2,-0.5969149670800126,0.056493126345562854,4.0
199105020810,1985104122,3,1.0242923155700083,0.2858097145942992,1.0
199105020810,1987104866,4,0.9711356674554921,0.2710137635741046,2.0
199105020810,1986101828,5,-2.4933028667145605,0.008480174890885376,11.0
199105020810,1984100306,6,-2.754384203539713,0.006531585633403234,13.0
199105020810,1986105007,7,-1.7267144707822581,0.01825281782443247,7.0
199105020810,1987102705,8,-1.1081437139871244,0.03388221434922116,5.0
199105020810,1986106943,9,-3.070251997057893,0.004762543828156392,14.0
199105020810,1986101762,10,-1.959314611988258,0.014464817594816935,9.0
199105020810,1986104082,11,-3.071960202974744,0.004754415367129034,15.0
199105020810,1987105759,12,-1.1946192064528223,0.031075344821961007,6.0
199105020810,1987107083,13,-2.54172909016478,0.008079296889060953,12.0
199105020810,1986100804,14,-3.1674661278006124,0.004321349822790896,16.0
199105020810,1986106198,15,-1.7388442147424383,0.01803275317974958,8.0
199105020810,1987103671,16,-2.303583595738347,0.010251769701563305,10.0
199107030411,1987106673,1,2.6151289249420877,0.40236084374609615,1.0
