Race ID,Weather Icon,Grade,Finish Position,Bracket Number,Horse ID,Weight (kg),Jockey,Final Time,Favorite,Horse Weight (kg),Trainer,Owner,Track_Distance,Age,Sex,Top3,Top 3 Probability,Final Time (sec),Speed (m/s),Avg Speed (m/s),Total_Weight,Weight_Rank,Age_Rank,Favorite_Rank,Top3_Rank,Speed (m/s)_Rank,Weight (kg)_Scale,Age_Scale,Favorite_Scale,Top 3 Probability_Scale,Avg Speed (m/s)_Scale
198906050809,2,0,1,8,1984106229,56.0,288,2:31.7,4.0,448.0,220,318,2500,6,2,1,0.0,151.7,16.47989452867502,0.0,504.0,16.0,10.0,4.0,1.0,1.0,0.9964412811387899,1.0843373493975903,0.45454545454545453,,
198906050809,2,0,2,3,1985104409,57.0,550,2:31.7,2.0,522.0,392,809,2500,5,2,1,0.0,151.7,16.47989452867502,0.0,579.0,1.0,4.0,2.0,1.0,1.0,1.015439429928741,0.8928571428571429,0.22388059701492538,,
198906050809,2,0,3,7,1986106198,55.0,77,2:32.1,3.0,450.0,207,1167,2500,4,2,1,0.0,152.1,16.43655489809336,0.0,505.0,15.0,1.0,3.0,1.0,1.0,0.9774881516587678,0.7058823529411764,0.3383458646616541,,
198906050809,2,0,4,6,1983103889,56.0,548,2:32.3,9.0,458.0,169,1331,2500,7,2,0,0.0,152.3,16.414970453053183,0.0,514.0,13.0,13.0,9.0,1.0,1.0,0.9964412811387899,1.2804878048780488,1.0629921259842519,,
198906050809,2,0,5,1,1985102167,57.0,198,2:32.5,1.0,496.0,504,1137,2500,5,2,0,0.0,152.5,16.39344262295082,0.0,553.0,4.0,4.0,1.0,1.0,1.0,1.015439429928741,0.8928571428571429,0.1111111111111111,,
198906050809,2,0,6,8,1985104215,57.0,203,2:33.0,8.0,496.0,289,155,2500,5,2,0,0.0,153.0,16.33986928104575,0.0,553.0,4.0,4.0,8.0,1.0,1.0,1.015439429928741,0.8928571428571429,0.9375,,
198906050809,2,0,7,7,1983102263,56.0,94,2:33.1,11.0,464.0,340,602,2500,7,2,0,0.0,153.1,16.32919660352711,0.0,520.0,11.0,13.0,11.0,1.0,1.0,0.9964412811387899,1.2804878048780488,1.3199999999999998,,
198906050809,2,0,8,8,1984104419,56.0,540,2:33.2,10.0,454.0,429,1213,2500,6,2,0,0.0,153.2,16.318537859007833,0.0,510.0,14.0,10.0,10.0,1.0,1.0,0.9964412811387899,1.0843373493975903,1.1904761904761905,,
198906050809,2,0,9,4,1985106301,57.0,65,2:33.4,12.0,482.0,506,396,2500,5,2,0,0.0,153.4,16.297262059973924,0.0,539.0,6.0,4.0,12.0,1.0,1.0,1.015439429928741,0.8928571428571429,1.4516129032258063,,
198906050809,2,0,10,5,1983102888,56.0,354,2:33.6,16.0,480.0,551,1649,2500,7,2,0,0.0,153.6,16.276041666666668,0.0,536.0,7.0,13.0,16.0,1.0,1.0,0.9964412811387899,1.2804878048780488,2.0,,
198906050809,2,0,11,2,1984104450,56.0,379,2:33.7,5.0,470.0,563,1213,2500,6,2,0,0.0,153.7,16.265452179570595,0.0,526.0,9.0,10.0,5.0,1.0,1.0,0.9964412811387899,1.0843373493975903,0.5725190839694657,,
198906050809,2,0,12,6,1985104018,57.0,386,2:34.0,15.0,502.0,84,1086,2500,5,2,0,0.0,154.0,16.233766233766232,0.0,559.0,2.0,4.0,15.0,1.0,1.0,1.015439429928741,0.8928571428571429,1.859504132231405,,
198906050809,2,0,13,7,1985104631,57.0,270,2:34.1,6.0,498.0,268,485,2500,5,2,0,0.0,154.1,16.223231667748216,0.0,555.0,3.0,4.0,6.0,1.0,1.0,1.015439429928741,0.8928571428571429,0.6923076923076924,,
198906050809,2,0,14,4,1986101204,55.0,110,2:34.4,13.0,466.0,519,1177,2500,4,2,0,0.0,154.4,16.191709844559586,0.0,521.0,10.0,1.0,13.0,1.0,1.0,0.9774881516587678,0.7058823529411764,1.5853658536585367,,
198906050809,2,0,15,2,1982101936,56.0,38,2:34.4,14.0,478.0,296,1835,2500,8,2,0,0.0,154.4,16.191709844559586,0.0,534.0,8.0,16.0,14.0,1.0,1.0,0.9964412811387899,1.4814814814814814,1.7213114754098362,,
198906050809,2,0,16,5,1986105047,55.0,99,2:34.5,7.0,464.0,370,1213,2500,4,2,0,0.0,154.5,16.181229773462782,0.0,519.0,12.0,1.0,7.0,1.0,1.0,0.9774881516587678,0.7058823529411764,0.813953488372093,,
198907030811,0,2,1,3,1983103831,57.0,233,1:09.1,1.0,492.0,314,814,1200,7,2,1,0.0,69.1,17.366136034732275,0.0,549.0,5.0,14.0,1.0,1.0,1.0,1.049079754601227,1.3125,0.1111111111111111,,
198907030811,0,2,2,1,1983105967,56.0,549,1:09.3,5.0,494.0,124,610,1200,7,1,1,0.0,69.3,17.316017316017316,0.0,550.0,4.0,14.0,5.0,1.0,1.0,1.0294117647058825,1.3125,0.5725190839694657,,
198907030811,0,2,3,3,1986101828,55.0,552,1:09.4,10.0,468.0,132,1067,1200,4,2,1,0.0,69.4,17.291066282420747,0.0,523.0,9.0,1.0,10.0,1.0,1.0,1.0097919216646267,0.7228915662650602,1.1904761904761905,,
198907030811,0,2,4,7,1982106570,56.0,450,1:09.4,7.0,504.0,409,1606,1200,8,2,0,0.0,69.4,17.291066282420747,0.0,560.0,3.0,16.0,7.0,1.0,1.0,1.0294117647058825,1.518987341772152,0.813953488372093,,
198907030811,0,2,5,8,1984103585,55.0,261,1:09.5,14.0,492.0,300,1659,1200,6,2,0,0.0,69.5,17.26618705035971,0.0,547.0,6.0,8.0,14.0,1.0,1.0,1.0097919216646267,1.111111111111111,1.7213114754098362,,
198907030811,0,2,6,2,1984100088,54.0,265,1:09.5,8.0,400.0,409,300,1200,6,1,0,0.0,69.5,17.26618705035971,0.0,454.0,16.0,8.0,8.0,1.0,1.0,0.9902200488997556,1.111111111111111,0.9375,,
198907030811,0,2,7,4,1986106099,53.0,376,1:09.6,15.0,468.0,517,378,1200,4,2,0,0.0,69.6,17.24137931034483,0.0,521.0,10.0,1.0,15.0,1.0,1.0,0.9706959706959707,0.7228915662650602,1.859504132231405,,
198907030811,0,2,8,6,1986102317,53.0,260,1:09.8,4.0,548.0,346,1751,1200,4,2,0,0.0,69.8,17.191977077363898,0.0,601.0,1.0,1.0,4.0,1.0,1.0,0.9706959706959707,0.7228915662650602,0.45454545454545453,,
198907030811,0,2,9,2,1986104209,52.0,0,1:09.9,13.0,468.0,560,1799,1200,4,1,0,0.0,69.9,17.167381974248926,0.0,520.0,12.0,1.0,13.0,1.0,1.0,0.951219512195122,0.7228915662650602,1.5853658536585367,,
198907030811,0,2,10,5,1984105105,57.0,228,1:10.0,3.0,434.0,163,1166,1200,6,2,0,0.0,70.0,17.142857142857142,0.0,491.0,14.0,8.0,3.0,1.0,1.0,1.049079754601227,1.111111111111111,0.3383458646616541,,
198907030811,0,2,11,5,1985101921,56.0,231,1:10.2,6.0,524.0,479,772,1200,5,2,0,0.0,70.2,17.094017094017094,0.0,580.0,2.0,7.0,6.0,1.0,1.0,1.0294117647058825,0.9146341463414634,0.6923076923076924,,
198907030811,0,2,12,4,1984104405,54.0,289,1:10.3,16.0,414.0,432,1574,1200,6,1,0,0.0,70.3,17.069701280227598,0.0,468.0,15.0,8.0,16.0,1.0,1.0,0.9902200488997556,1.111111111111111,2.0,,
198907030811,0,2,13,6,1984106784,53.0,226,1:10.3,2.0,476.0,445,514,1200,6,1,0,0.0,70.3,17.069701280227598,0.0,529.0,8.0,8.0,2.0,1.0,1.0,0.9706959706959707,1.111111111111111,0.22388059701492538,,
198907030811,0,2,14,8,1984105168,56.0,97,1:10.5,12.0,486.0,488,485,1200,6,2,0,0.0,70.5,17.02127659574468,0.0,542.0,7.0,8.0,12.0,1.0,1.0,1.0294117647058825,1.111111111111111,1.4516129032258063,,
198907030811,0,2,15,7,1986100306,51.0,514,1:10.7,9.0,470.0,328,1351,1200,4,1,0,0.0,70.7,16.973125884016973,0.0,521.0,10.0,1.0,9.0,1.0,1.0,0.9317904993909866,0.7228915662650602,1.0629921259842519,,
198907030811,0,2,16,1,1986101762,54.0,485,1:10.9,11.0,464.0,552,1107,1200,4,2,0,0.0,70.9,16.92524682651622,0.0,518.0,13.0,1.0,11.0,1.0,1.0,0.9902200488997556,0.7228915662650602,1.3199999999999998,,
198909050811,1,2,1,8,1985102160,55.0,214,2:01.7,9.0,428.0,571,225,2000,5,1,1,0.0,121.7,16.433853738701725,0.0,483.0,13.0,5.0,9.0,1.0,1.0,1.0344827586206897,0.9615384615384615,1.0629921259842519,,
198909050811,1,2,2,4,1984104479,55.0,159,2:02.3,1.0,460.0,101,221,2000,6,1,1,0.0,122.3,16.35322976287817,0.0,515.0,8.0,11.0,1.0,1.0,1.0,1.0344827586206897,1.1688311688311688,0.1111111111111111,,
198909050811,1,2,3,6,1986106926,52.0,260,2:02.6,7.0,420.0,130,1816,2000,4,1,1,0.0,122.6,16.31321370309951,0.0,472.0,15.0,1.0,7.0,1.0,1.0,0.9743910056214866,0.759493670886076,0.813953488372093,,
198909050811,1,2,4,2,1984105911,55.0,391,2:02.6,13.0,486.0,552,47,2000,6,1,0,0.0,122.6,16.31321370309951,0.0,541.0,3.0,11.0,13.0,1.0,1.0,1.0344827586206897,1.1688311688311688,1.5853658536585367,,
198909050811,1,2,5,5,1984103369,50.0,377,2:02.7,14.0,474.0,77,1621,2000,6,1,0,0.0,122.7,16.299918500407497,0.0,524.0,5.0,11.0,14.0,1.0,1.0,0.9345794392523364,1.1688311688311688,1.7213114754098362,,
198909050811,1,2,6,7,1985200037,54.0,315,2:02.7,8.0,476.0,197,1358,2000,5,1,0,0.0,122.7,16.299918500407497,0.0,530.0,4.0,5.0,8.0,1.0,1.0,1.0144020037570445,0.9615384615384615,0.9375,,
198909050811,1,2,7,8,1986104719,53.0,485,2:02.7,10.0,464.0,119,1346,2000,4,1,0,0.0,122.7,16.299918500407497,0.0,517.0,7.0,1.0,10.0,1.0,1.0,0.9943714821763603,0.759493670886076,1.1904761904761905,,
198909050811,1,2,8,2,1985101019,56.5,109,2:02.8,4.0,456.0,130,1661,2000,5,1,0,0.0,122.8,16.286644951140065,0.0,512.5,9.0,5.0,4.0,1.0,1.0,1.0646984924623115,0.9615384615384615,0.45454545454545453,,
198909050811,1,2,9,3,1984106967,54.0,373,2:02.9,12.0,424.0,603,836,2000,6,1,0,0.0,122.9,16.273393002441008,0.0,478.0,14.0,11.0,12.0,1.0,1.0,1.0144020037570445,1.1688311688311688,1.4516129032258063,,
198909050811,1,2,10,1,1985100827,54.0,228,2:02.9,3.0,490.0,427,1570,2000,5,1,0,0.0,122.9,16.273393002441008,0.0,544.0,2.0,5.0,3.0,1.0,1.0,1.0144020037570445,0.9615384615384615,0.3383458646616541,,
198909050811,1,2,11,6,1986102144,53.0,530,2:03.0,5.0,454.0,268,293,2000,4,1,0,0.0,123.0,16.260162601626018,0.0,507.0,11.0,1.0,5.0,1.0,1.0,0.9943714821763603,0.759493670886076,0.5725190839694657,,
198909050811,1,2,12,5,1985101394,54.0,445,2:03.5,2.0,468.0,250,1348,2000,5,1,0,0.0,123.5,16.194331983805668,0.0,522.0,6.0,5.0,2.0,1.0,1.0,1.0144020037570445,0.9615384615384615,0.22388059701492538,,
198909050811,1,2,13,4,1984104318,50.0,256,2:03.8,16.0,548.0,292,1304,2000,6,1,0,0.0,123.8,16.15508885298869,0.0,598.0,1.0,11.0,16.0,1.0,1.0,0.9345794392523364,1.1688311688311688,2.0,,
198909050811,1,2,14,7,1986104996,52.0,395,2:03.9,6.0,414.0,249,1213,2000,4,1,0,0.0,123.9,16.142050040355123,0.0,466.0,16.0,1.0,6.0,1.0,1.0,0.9743910056214866,0.759493670886076,0.6923076923076924,,
198909050811,1,2,15,1,1985100057,52.0,549,2:04.2,11.0,456.0,15,1128,2000,5,1,0,0.0,124.2,16.10305958132045,0.0,508.0,10.0,5.0,11.0,1.0,1.0,0.9743910056214866,0.9615384615384615,1.3199999999999998,,
198909050811,1,2,16,3,1983105184,53.0,389,2:04.5,15.0,438.0,227,446,2000,7,1,0,0.0,124.5,16.06425702811245,0.0,491.0,12.0,16.0,15.0,1.0,1.0,0.9943714821763603,1.381578947368421,1.859504132231405,,
199003030811,0,2,1,5,1987106382,52.0,453,1:47.0,8.0,476.0,82,684,1800,4,2,1,0.0,107.0,16.822429906542055,0.0,528.0,6.0,1.0,8.0,1.0,2.0,0.9836065573770492,0.7228915662650602,0.9375,,0.0
199003030811,0,2,2,8,1986101540,53.0,485,1:47.3,4.0,496.0,116,1552,1800,5,1,1,0.0,107.3,16.775396085740915,0.0,549.0,3.0,4.0,4.0,1.0,2.0,1.003787878787879,0.9146341463414634,0.45454545454545453,,0.0
199003030811,0,2,3,6,1985106619,57.0,35,1:47.4,7.0,464.0,566,222,1800,6,2,1,0.0,107.4,16.75977653631285,0.0,521.0,7.0,8.0,7.0,1.0,2.0,1.08502538071066,1.111111111111111,0.813953488372093,,0.0
199003030811,0,2,4,5,1984105105,56.0,441,1:47.6,10.0,430.0,163,1166,1800,7,2,0,0.0,107.6,16.728624535315987,17.142857142857142,486.0,13.0,16.0,10.0,1.0,1.0,1.064638783269962,1.3125,1.1904761904761905,,inf
199003030811,0,2,5,7,1985100675,55.0,497,1:47.7,2.0,448.0,96,520,1800,6,1,0,0.0,107.7,16.71309192200557,0.0,503.0,12.0,8.0,2.0,1.0,2.0,1.0443037974683544,1.111111111111111,0.22388059701492538,,0.0
199003030811,0,2,6,4,1985100602,53.0,379,1:47.9,3.0,508.0,377,1337,1800,6,2,0,0.0,107.9,16.682113067655237,0.0,561.0,1.0,8.0,3.0,1.0,2.0,1.003787878787879,1.111111111111111,0.3383458646616541,,0.0
199003030811,0,2,7,2,1986105049,53.0,144,1:48.0,6.0,484.0,120,1213,1800,5,2,0,0.0,108.0,16.666666666666668,0.0,537.0,5.0,4.0,6.0,1.0,2.0,1.003787878787879,0.9146341463414634,0.6923076923076924,,0.0
199003030811,0,2,8,3,1987104930,51.0,65,1:48.1,1.0,428.0,235,1006,1800,4,2,0,0.0,108.1,16.651248843663275,0.0,479.0,14.0,1.0,1.0,1.0,2.0,0.9634760705289673,0.7228915662650602,0.1111111111111111,,0.0
199003030811,0,2,9,1,1986104565,50.0,185,1:48.2,13.0,466.0,587,1213,1800,5,1,0,0.0,108.2,16.635859519408502,0.0,516.0,8.0,4.0,13.0,1.0,2.0,0.9433962264150944,0.9146341463414634,1.5853658536585367,,0.0
199003030811,0,2,10,8,1985105346,56.0,77,1:48.2,9.0,496.0,207,973,1800,6,2,0,0.0,108.2,16.635859519408502,0.0,552.0,2.0,8.0,9.0,1.0,2.0,1.064638783269962,1.111111111111111,1.0629921259842519,,0.0
199003030811,0,2,11,4,1987106646,49.0,412,1:48.3,14.0,430.0,288,184,1800,4,2,0,0.0,108.3,16.62049861495845,0.0,479.0,14.0,1.0,14.0,1.0,2.0,0.9233668341708542,0.7228915662650602,1.7213114754098362,,0.0
199003030811,0,2,12,2,1985104837,51.0,504,1:48.4,15.0,458.0,346,1751,1800,6,2,0,0.0,108.4,16.605166051660515,0.0,509.0,9.0,8.0,15.0,1.0,2.0,0.9634760705289673,1.111111111111111,1.859504132231405,,0.0
199003030811,0,2,13,6,1985102546,54.0,110,1:48.7,5.0,492.0,304,1269,1800,6,2,0,0.0,108.7,16.55933762649494,0.0,546.0,4.0,8.0,5.0,1.0,2.0,1.0240202275600505,1.111111111111111,0.5725190839694657,,0.0
199003030811,0,2,14,1,1985106827,49.0,423,1:48.8,16.0,456.0,212,338,1800,6,2,0,0.0,108.8,16.544117647058822,0.0,505.0,11.0,8.0,16.0,1.0,2.0,0.9233668341708542,1.111111111111111,2.0,,0.0
199003030811,0,2,15,7,1986100405,51.0,94,1:49.0,12.0,426.0,160,793,1800,5,2,0,0.0,109.0,16.513761467889907,0.0,477.0,16.0,4.0,12.0,1.0,2.0,0.9634760705289673,0.9146341463414634,1.4516129032258063,,0.0
199003030811,0,2,16,3,1985106322,55.0,105,1:50.3,11.0,454.0,367,809,1800,6,2,0,0.0,110.3,16.319129646418858,0.0,509.0,9.0,8.0,11.0,1.0,2.0,1.0443037974683544,1.111111111111111,1.3199999999999998,,0.0
199005010411,1,2,1,3,1984104818,58.0,544,1:34.6,2.0,480.0,487,542,1600,7,2,1,0.0,94.6,16.913319238900634,0.0,538.0,9.0,14.0,2.0,1.0,4.0,1.0572916666666667,1.1951219512195124,0.22764227642276422,,0.0
199005010411,1,2,2,7,1985106826,58.0,386,1:34.6,7.0,514.0,370,114,1600,6,2,1,0.0,94.6,16.913319238900634,0.0,572.0,1.0,5.0,7.0,1.0,4.0,1.0572916666666667,1.0120481927710843,0.8305084745762712,,0.0
199005010411,1,2,3,8,1983104583,56.0,315,1:34.7,4.0,510.0,163,204,1600,8,2,1,0.0,94.7,16.89545934530095,0.0,566.0,2.0,15.0,4.0,1.0,4.0,1.018181818181818,1.382716049382716,0.4628099173553719,,0.0
199005010411,1,2,4,5,1986105043,55.0,540,1:34.7,1.0,434.0,103,1213,1600,5,1,0,0.0,94.7,16.89545934530095,0.0,489.0,14.0,1.0,1.0,1.0,4.0,0.9987029831387808,0.8333333333333334,0.11290322580645161,,0.0
199005010411,1,2,5,3,1985100821,58.0,288,1:35.0,8.0,474.0,409,1570,1600,6,2,0,0.0,95.0,16.842105263157894,0.0,532.0,11.0,5.0,8.0,1.0,4.0,1.0572916666666667,1.0120481927710843,0.9572649572649572,,0.0
199005010411,1,2,6,4,1986101990,54.0,93,1:35.0,15.0,504.0,75,1493,1600,5,2,0,0.0,95.0,16.842105263157894,0.0,558.0,4.0,1.0,14.0,1.0,4.0,0.9792746113989637,0.8333333333333334,1.9090909090909092,,0.0
199005010411,1,2,7,2,1985104018,56.0,379,1:35.1,5.0,508.0,84,1086,1600,6,2,0,0.0,95.1,16.824395373291274,16.233766233766232,564.0,3.0,5.0,5.0,1.0,3.0,1.018181818181818,1.0120481927710843,0.5833333333333334,,6.846554526360889
199005010411,1,2,8,1,1985103527,53.0,320,1:35.1,10.0,494.0,566,1213,1600,6,1,0,0.0,95.1,16.824395373291274,0.0,547.0,6.0,5.0,10.0,1.0,4.0,0.9598965071151359,1.0120481927710843,1.2173913043478262,,0.0
199005010411,1,2,9,6,1985105077,52.0,63,1:35.3,16.0,416.0,301,224,1600,6,1,0,0.0,95.3,16.7890870933893,0.0,468.0,15.0,5.0,15.0,1.0,4.0,0.9405684754521964,1.0120481927710843,2.055045871559633,,0.0
199005010411,1,2,10,4,1985105346,56.0,77,1:35.3,3.0,488.0,207,973,1600,6,2,0,0.0,95.3,16.7890870933893,16.635859519408502,544.0,7.0,5.0,3.0,1.0,1.0,1.018181818181818,1.0120481927710843,0.34426229508196726,,7.1021649632241965
199005010411,1,2,11,2,1986106828,51.0,160,1:35.4,13.0,454.0,581,914,1600,5,1,0,0.0,95.4,16.771488469601675,0.0,505.0,12.0,1.0,12.0,1.0,4.0,0.9212903225806452,0.8333333333333334,1.625,,0.0
199005010411,1,2,12,6,1985104624,56.0,222,1:35.9,6.0,484.0,578,509,1600,6,2,0,0.0,95.9,16.68404588112617,0.0,540.0,8.0,5.0,6.0,1.0,4.0,1.018181818181818,1.0120481927710843,0.7058823529411765,,0.0
199005010411,1,2,13,8,1985102546,56.0,548,1:36.2,9.0,494.0,304,1269,1600,6,2,0,0.0,96.2,16.632016632016633,16.55933762649494,550.0,5.0,5.0,9.0,1.0,2.0,1.018181818181818,1.0120481927710843,1.086206896551724,,7.053038221724738
199005010411,1,2,14,5,1985102560,54.0,64,1:36.2,12.0,484.0,378,104,1600,6,2,0,0.0,96.2,16.632016632016633,0.0,538.0,9.0,5.0,11.0,1.0,4.0,0.9792746113989637,1.0120481927710843,1.4867256637168142,,0.0
199005010411,1,2,15,7,1986106863,53.0,354,1:36.3,14.0,450.0,597,973,1600,5,2,0,0.0,96.3,16.614745586708203,0.0,503.0,13.0,1.0,13.0,1.0,4.0,0.9598965071151359,0.8333333333333334,1.7657657657657657,,0.0
199005020411,1,1,1,3,1987103554,54.0,320,2:01.5,9.0,450.0,167,870,2000,4,1,1,0.0,121.5,16.46090534979424,0.0,504.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0629921259842519,,
199005020411,1,1,2,7,1987100260,54.0,379,2:01.5,1.0,454.0,555,236,2000,4,1,1,0.0,121.5,16.46090534979424,0.0,508.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,,
199005020411,1,1,3,4,1987102152,54.0,530,2:01.9,4.0,474.0,228,843,2000,4,1,1,0.0,121.9,16.406890894175554,0.0,528.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.45454545454545453,,
199005020411,1,1,4,8,1987106513,54.0,386,2:02.0,3.0,460.0,581,1470,2000,4,1,0,0.0,122.0,16.39344262295082,0.0,514.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.3383458646616541,,
199005020411,1,1,5,5,1987101285,54.0,548,2:02.1,10.0,464.0,551,1649,2000,4,1,0,0.0,122.1,16.380016380016382,0.0,518.0,2.0,1.0,10.0,1.0,1.0,1.0,1.0,1.1904761904761905,,
199005020411,1,1,6,2,1987104784,54.0,63,2:02.1,12.0,444.0,330,1055,2000,4,1,0,0.0,122.1,16.380016380016382,0.0,498.0,13.0,1.0,12.0,1.0,1.0,1.0,1.0,1.4516129032258063,,
199005020411,1,1,7,4,1987102761,54.0,408,2:02.2,5.0,454.0,555,422,2000,4,1,0,0.0,122.2,16.366612111292962,0.0,508.0,6.0,1.0,5.0,1.0,1.0,1.0,1.0,0.5725190839694657,,
199005020411,1,1,8,8,1987107294,54.0,391,2:02.4,6.0,456.0,425,1150,2000,4,1,0,0.0,122.4,16.33986928104575,0.0,510.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,0.6923076923076924,,
199005020411,1,1,9,2,1987104435,54.0,222,2:02.4,16.0,444.0,9,1574,2000,4,1,0,0.0,122.4,16.33986928104575,0.0,498.0,13.0,1.0,16.0,1.0,1.0,1.0,1.0,2.0,,
199005020411,1,1,10,6,1987106434,54.0,261,2:02.6,11.0,400.0,307,773,2000,4,1,0,0.0,122.6,16.31321370309951,0.0,454.0,16.0,1.0,11.0,1.0,1.0,1.0,1.0,1.3199999999999998,,
199005020411,1,1,11,1,1987101258,54.0,497,2:02.7,8.0,426.0,431,1803,2000,4,1,0,0.0,122.7,16.299918500407497,0.0,480.0,15.0,1.0,8.0,1.0,1.0,1.0,1.0,0.9375,,
199005020411,1,1,12,5,1987105376,54.0,540,2:02.8,2.0,448.0,288,913,2000,4,1,0,0.0,122.8,16.286644951140065,0.0,502.0,10.0,1.0,2.0,1.0,1.0,1.0,1.0,0.22388059701492538,,
199005020411,1,1,13,6,1987103401,54.0,252,2:03.0,14.0,454.0,571,1099,2000,4,1,0,0.0,123.0,16.260162601626018,0.0,508.0,6.0,1.0,14.0,1.0,1.0,1.0,1.0,1.7213114754098362,,
199005020411,1,1,14,7,1987106773,54.0,432,2:03.3,7.0,448.0,386,1445,2000,4,1,0,0.0,123.3,16.220600162206,0.0,502.0,10.0,1.0,7.0,1.0,1.0,1.0,1.0,0.813953488372093,,
199005020411,1,1,15,3,1987105652,54.0,523,2:03.7,15.0,456.0,489,506,2000,4,1,0,0.0,123.7,16.168148746968473,0.0,510.0,4.0,1.0,15.0,1.0,1.0,1.0,1.0,1.859504132231405,,
199005020411,1,1,16,1,1987105694,54.0,94,2:04.1,13.0,448.0,288,1213,2000,4,1,0,0.0,124.1,16.116035455278002,0.0,502.0,10.0,1.0,13.0,1.0,1.0,1.0,1.0,1.5853658536585367,,
199005020611,0,1,1,8,1987104035,56.0,159,2:00.8,4.0,452.0,242,874,2000,4,2,1,0.0,120.8,16.55629139072848,0.0,508.0,12.0,1.0,4.0,1.0,1.0,1.0,1.0,0.45454545454545453,,
199005020611,0,1,2,4,1987103697,56.0,395,2:01.0,5.0,450.0,340,1323,2000,4,2,1,0.0,121.0,16.52892561983471,0.0,506.0,13.0,1.0,5.0,1.0,1.0,1.0,1.0,0.5725190839694657,,
199005020611,0,1,3,1,1987105974,56.0,288,2:01.0,2.0,436.0,226,337,2000,4,2,1,0.0,121.0,16.52892561983471,0.0,492.0,16.0,1.0,2.0,1.0,1.0,1.0,1.0,0.22388059701492538,,
199005020611,0,1,4,8,1987101860,56.0,94,2:01.2,8.0,490.0,192,1641,2000,4,2,0,0.0,121.2,16.5016501650165,0.0,546.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,0.9375,,
199005020611,0,1,5,3,1987104797,56.0,198,2:01.4,3.0,488.0,15,1007,2000,4,2,0,0.0,121.4,16.474464579901152,0.0,544.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,0.3383458646616541,,
199005020611,0,1,6,4,1987102140,56.0,125,2:01.6,14.0,480.0,489,1288,2000,4,2,0,0.0,121.6,16.447368421052634,0.0,536.0,6.0,1.0,14.0,1.0,1.0,1.0,1.0,1.7213114754098362,,
199005020611,0,1,7,2,1987100752,56.0,63,2:01.6,13.0,446.0,393,794,2000,4,2,0,0.0,121.6,16.447368421052634,0.0,502.0,14.0,1.0,13.0,1.0,1.0,1.0,1.0,1.5853658536585367,,
199005020611,0,1,8,1,1987101199,56.0,357,2:01.6,9.0,462.0,197,289,2000,4,2,0,0.0,121.6,16.447368421052634,0.0,518.0,10.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0629921259842519,,
199005020611,0,1,9,7,1987105594,56.0,320,2:01.7,11.0,480.0,189,1213,2000,4,2,0,0.0,121.7,16.433853738701725,0.0,536.0,6.0,1.0,11.0,1.0,1.0,1.0,1.0,1.3199999999999998,,
199005020611,0,1,10,2,1987107090,56.0,131,2:01.7,15.0,498.0,226,280,2000,4,2,0,0.0,121.7,16.433853738701725,0.0,554.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.859504132231405,,
199005020611,0,1,11,6,1987100844,56.0,540,2:02.0,6.0,454.0,401,793,2000,4,2,0,0.0,122.0,16.39344262295082,0.0,510.0,11.0,1.0,6.0,1.0,1.0,1.0,1.0,0.6923076923076924,,
199005020611,0,1,12,5,1987103659,56.0,386,2:02.1,12.0,490.0,487,279,2000,4,2,0,0.0,122.1,16.380016380016382,0.0,546.0,2.0,1.0,12.0,1.0,1.0,1.0,1.0,1.4516129032258063,,
199005020611,0,1,13,7,1987104917,56.0,110,2:02.2,7.0,464.0,519,870,2000,4,2,0,0.0,122.2,16.366612111292962,0.0,520.0,9.0,1.0,7.0,1.0,1.0,1.0,1.0,0.813953488372093,,
199005020611,0,1,14,5,1987107052,56.0,105,2:02.9,10.0,470.0,367,216,2000,4,2,0,0.0,122.9,16.273393002441008,0.0,526.0,8.0,1.0,10.0,1.0,1.0,1.0,1.0,1.1904761904761905,,
199005020611,0,1,15,3,1987103889,56.0,379,2:03.0,1.0,490.0,483,3,2000,4,2,0,0.0,123.0,16.260162601626018,0.0,546.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,,
199005020611,0,1,16,6,1987104669,56.0,65,2:05.1,16.0,446.0,50,1123,2000,4,2,0,0.0,125.1,15.987210231814549,0.0,502.0,14.0,1.0,16.0,1.0,1.0,1.0,1.0,2.0,,
199005030611,1,1,1,4,1987107450,56.0,540,1:34.9,3.0,508.0,566,1835,1600,4,2,1,0.0,94.9,16.859852476290833,0.0,564.0,2.0,1.0,2.0,1.0,5.0,1.015544041450777,1.0,0.32061068702290074,,0.0
199005030611,1,1,2,5,1987102798,56.0,373,1:35.1,1.0,456.0,603,836,1600,4,2,1,0.0,95.1,16.824395373291274,0.0,512.0,8.0,1.0,1.0,1.0,5.0,1.015544041450777,1.0,0.10526315789473684,,0.0
